Nome,TipoPosto,Municipio,Preco,Marca,Combustivel,DataAtualizacao,Distrito,Morada,Localidade,CodPostal,Latitude,Longitude,Preco_num
INTERMARCHÉ Figueira Castelo Rodrigo,Outro,Figueira de Castelo Rodrigo,"2,089 €",INTERMARCHÉ,Gasóleo especial,2026-03-31 08:00:00,Guarda,R. da Misericórdia do Concelho - Vale do Barroso,Castelo Rodrigo,6440-031,40.884457,-6.965668,2.089
INTERMARCHÉ Figueira Castelo Rodrigo,Outro,Figueira de Castelo Rodrigo,"2,039 €",INTERMARCHÉ,Gasóleo simples,2026-03-31 08:00:00,Guarda,R. da Misericórdia do Concelho - Vale do Barroso,Castelo Rodrigo,6440-031,40.884457,-6.965668,2.039
INTERMARCHÉ Figueira Castelo Rodrigo,Outro,Figueira de Castelo Rodrigo,"1,849 €",INTERMARCHÉ,Gasolina simples 95,2026-03-31 08:00:00,Guarda,R. da Misericórdia do Concelho - Vale do Barroso,Castelo Rodrigo,6440-031,40.884457,-6.965668,1.849
SUPERMEDA SUPERMERCADOS LDA,Outro,Meda,"2,089 €",INTERMARCHÉ,Gasóleo especial,2026-03-31 08:00:00,Guarda,Lugar do Noval 3 Caminhos MEDA,Meda,6430-183,40.957695,-7.261055,2.089
PA INTERMARCHÉ Leiria - GÂNDARA DOS OLIVAIS,Outro,Leiria,"1,986 €",INTERMARCHÉ,Gasóleo simples,2026-03-31 08:00:00,Leiria,Rua da Baquelite - Gândara dos Olivais,Leiria,2415-415,39.76503,-8.817692,1.986
PA INTERMARCHÉ Leiria - GÂNDARA DOS OLIVAIS,Outro,Leiria,"2,026 €",INTERMARCHÉ,Gasóleo especial,2026-03-31 08:00:00,Leiria,Rua da Baquelite - Gândara dos Olivais,Leiria,2415-415,39.76503,-8.817692,2.026
PA INTERMARCHÉ Leiria - GÂNDARA DOS OLIVAIS,Outro,Leiria,"1,841 €",INTERMARCHÉ,Gasolina simples 95,2026-03-31 08:00:00,Leiria,Rua da Baquelite - Gândara dos Olivais,Leiria,2415-415,39.76503,-8.817692,1.841
INTERMARCHÉ  DE GOUVEIA,Outro,Gouveia,"2,039 €",INTERMARCHÉ,Gasóleo simples,2026-03-31 08:00:00,Guarda,"Lugar dos Barreiros, São Julião - Apartado 32",Gouveia,6290-909,40.49922,-7.60273,2.039
INTERMARCHÉ  DE GOUVEIA,Outro,Gouveia,"1,849 €",INTERMARCHÉ,Gasolina simples 95,2026-03-31 08:00:00,Guarda,"Lugar dos Barreiros, São Julião - Apartado 32",Gouveia,6290-909,40.49922,-7.60273,1.849
INTERMARCHÉ GOLEGÃ,Outro,Golegã,"2,049 €",INTERMARCHÉ,Gasóleo simples,2026-03-31 08:00:00,Santarém,"LUGAR SERRADORA, EN 243",GOLEGÃ,2150-128,39.41133,-8.4885,2.049
INTERMARCHÉ GOLEGÃ,Outro,Golegã,"2,099 €",INTERMARCHÉ,Gasóleo especial,2026-03-31 08:00:00,Santarém,"LUGAR SERRADORA, EN 243",GOLEGÃ,2150-128,39.41133,-8.4885,2.099
INTERMARCHÉ GOLEGÃ,Outro,Golegã,"1,849 €",INTERMARCHÉ,Gasolina simples 95,2026-03-31 08:00:00,Santarém,"LUGAR SERRADORA, EN 243",GOLEGÃ,2150-128,39.41133,-8.4885,1.849
Intermarché de Alcobaça,Outro,Alcobaça,"1,999 €",INTERMARCHÉ,Gasóleo simples,2026-03-31 08:00:00,Leiria,Estrada da Boavista\r\nPataeira - Palmeira,Alcobaça,2460-000,39.553386,-8.969276,1.999
Intermarché de Alcobaça,Outro,Alcobaça,"1,859 €",INTERMARCHÉ,Gasolina simples 95,2026-03-31 08:00:00,Leiria,Estrada da Boavista\r\nPataeira - Palmeira,Alcobaça,2460-000,39.553386,-8.969276,1.859
INTERMARCHÉ DA GUARDA,Outro,Guarda,"1,999 €",INTERMARCHÉ,Gasóleo simples,2026-03-31 08:00:00,Guarda,Estrada do BarracãoBairro Senhora dos Remédios,Guarda - Sé,6300-309,40.52795,-7.25111,1.999
INTERMARCHÉ DA GUARDA,Outro,Guarda,"1,849 €",INTERMARCHÉ,Gasolina simples 95,2026-03-31 08:00:00,Guarda,Estrada do BarracãoBairro Senhora dos Remédios,Guarda - Sé,6300-309,40.52795,-7.25111,1.849
INTERMARCHÉ BOMBARRAL,Outro,Bombarral,"1,999 €",INTERMARCHÉ,Gasóleo simples,2026-03-31 08:00:00,Leiria,ARROTEIAS - PRAÇA DA REPUBLICA - BOMBARRAL,Bombarral,2540-041,39.267727,-9.164026,1.999
INTERMARCHÉ BOMBARRAL,Outro,Bombarral,"1,849 €",INTERMARCHÉ,Gasolina simples 95,2026-03-31 08:00:00,Leiria,ARROTEIAS - PRAÇA DA REPUBLICA - BOMBARRAL,Bombarral,2540-041,39.267727,-9.164026,1.849
SUPERMEDA SUPERMERCADOS LDA,Outro,Meda,"2,039 €",INTERMARCHÉ,Gasóleo simples,2026-03-31 08:00:00,Guarda,Lugar do Noval 3 Caminhos MEDA,Meda,6430-183,40.957695,-7.261055,2.039
SUPERMEDA SUPERMERCADOS LDA,Outro,Meda,"1,849 €",INTERMARCHÉ,Gasolina simples 95,2026-03-31 08:00:00,Guarda,Lugar do Noval 3 Caminhos MEDA,Meda,6430-183,40.957695,-7.261055,1.849
PLENERGY - PÓVOA DE VARZIM I,Outro,Póvoa de Varzim,"2,019 €",PLENERGY,Gasóleo especial,2026-03-31 08:05:00,Porto,Rua Gomes Amorim (EN 13) n.º 1865,Póvoa de Varzim,4490-001,41.39857,-8.767058,2.019
PLENERGY - PÓVOA DE VARZIM I,Outro,Póvoa de Varzim,"1,989 €",PLENERGY,Gasóleo simples,2026-03-31 08:05:00,Porto,Rua Gomes Amorim (EN 13) n.º 1865,Póvoa de Varzim,4490-001,41.39857,-8.767058,1.989
PLENERGY - PÓVOA DE VARZIM I,Outro,Póvoa de Varzim,"1,839 €",PLENERGY,Gasolina simples 95,2026-03-31 08:05:00,Porto,Rua Gomes Amorim (EN 13) n.º 1865,Póvoa de Varzim,4490-001,41.39857,-8.767058,1.839
PLENERGY - TROFA I,Outro,Trofa,"1,959 €",PLENERGY,Gasóleo especial,2026-03-31 08:05:00,Porto,"Largo Bombeiros Voluntários da Trofa, 207",São Martinho Bougado,4785-292,41.340725,-8.557713,1.959
PLENERGY - TROFA I,Outro,Trofa,"1,919 €",PLENERGY,Gasóleo simples,2026-03-31 08:05:00,Porto,"Largo Bombeiros Voluntários da Trofa, 207",São Martinho Bougado,4785-292,41.340725,-8.557713,1.919
PLENERGY - TROFA I,Outro,Trofa,"1,799 €",PLENERGY,Gasolina simples 95,2026-03-31 08:05:00,Porto,"Largo Bombeiros Voluntários da Trofa, 207",São Martinho Bougado,4785-292,41.340725,-8.557713,1.799
INTERMARCHÉ Madalena VNG,Área comercial (Hipermercados),Vila Nova de Gaia,"1,995 €",INTERMARCHÉ,Gasóleo simples,2026-03-31 08:10:00,Porto,Rua António Francisco de Sousa,Vila Nova de Gaia,4405-726,41.107468,-8.63871,1.995
INTERMARCHÉ Madalena VNG,Área comercial (Hipermercados),Vila Nova de Gaia,"1,848 €",INTERMARCHÉ,Gasolina simples 95,2026-03-31 08:10:00,Porto,Rua António Francisco de Sousa,Vila Nova de Gaia,4405-726,41.107468,-8.63871,1.848
INTERMARCHÉ Madalena VNG,Área comercial (Hipermercados),Vila Nova de Gaia,"2,019 €",INTERMARCHÉ,Gasóleo especial,2026-03-31 08:10:00,Porto,Rua António Francisco de Sousa,Vila Nova de Gaia,4405-726,41.107468,-8.63871,2.019
REPSOL Escarigo,Outro,Fundão,"2,109 €",REPSOL,Gasóleo especial,2026-03-31 08:10:00,Castelo Branco,Bairro de S. José n22 ,Escarigo,6230-165,40.24711,-7.284975,2.109
REPSOL Escarigo,Outro,Fundão,"2,079 €",REPSOL,Gasóleo simples,2026-03-31 08:10:00,Castelo Branco,Bairro de S. José n22 ,Escarigo,6230-165,40.24711,-7.284975,2.079
REPSOL Escarigo,Outro,Fundão,"1,969 €",REPSOL,Gasolina simples 95,2026-03-31 08:10:00,Castelo Branco,Bairro de S. José n22 ,Escarigo,6230-165,40.24711,-7.284975,1.969
AB de Torres Novas,Outro,Torres Novas,"2,115 €",CEPSA,Gasóleo simples,2026-03-31 08:10:00,Santarém,Av. 8 de Julho\r\n,Torres Novas,2350-000,39.47250783,-8.532789084,2.115
AB de Torres Novas,Outro,Torres Novas,"2,115 €",CEPSA,Gasóleo especial,2026-03-31 08:10:00,Santarém,Av. 8 de Julho\r\n,Torres Novas,2350-000,39.47250783,-8.532789084,2.115
AB de Torres Novas,Outro,Torres Novas,"1,943 €",CEPSA,Gasolina simples 95,2026-03-31 08:10:00,Santarém,Av. 8 de Julho\r\n,Torres Novas,2350-000,39.47250783,-8.532789084,1.943
REPSOL Outeiros,Outro,Marvão,"2,199 €",REPSOL,Gasóleo simples,2026-03-31 08:15:00,Portalegre,Outeiros,Santo António das Areias,7330-215,39.41266,-7.34652,2.199
REPSOL Outeiros,Outro,Marvão,"2,199 €",REPSOL,Gasóleo especial,2026-03-31 08:15:00,Portalegre,Outeiros,Santo António das Areias,7330-215,39.41266,-7.34652,2.199
REPSOL Outeiros,Outro,Marvão,"1,949 €",REPSOL,Gasolina simples 95,2026-03-31 08:15:00,Portalegre,Outeiros,Santo António das Areias,7330-215,39.41266,-7.34652,1.949
BP ALPIARÇA,Outro,Alpiarça,"2,234 €",BP,Gasóleo simples,2026-03-31 08:15:00,Santarém,Largo Dr. José António Simões nº 1,Alpiarça,2090-000,39.26077,-8.58368,2.234
BP ALPIARÇA,Outro,Alpiarça,"2,354 €",BP,Gasóleo especial,2026-03-31 08:15:00,Santarém,Largo Dr. José António Simões nº 1,Alpiarça,2090-000,39.26077,-8.58368,2.354
BP ALPIARÇA,Outro,Alpiarça,"2,039 €",BP,Gasolina simples 95,2026-03-31 08:15:00,Santarém,Largo Dr. José António Simões nº 1,Alpiarça,2090-000,39.26077,-8.58368,2.039
PLENERGY Viana do Castelo I,Outro,Viana do Castelo,"1,979 €",PLENERGY,Gasóleo simples,2026-03-31 08:15:00,Viana do Castelo,Variante à N203,Viana do Castelo,4935-238,41.68191,-8.779241,1.979
PLENERGY Viana do Castelo I,Outro,Viana do Castelo,"2,019 €",PLENERGY,Gasóleo especial,2026-03-31 08:15:00,Viana do Castelo,Variante à N203,Viana do Castelo,4935-238,41.68191,-8.779241,2.019
PLENERGY Viana do Castelo I,Outro,Viana do Castelo,"1,845 €",PLENERGY,Gasolina simples 95,2026-03-31 08:15:00,Viana do Castelo,Variante à N203,Viana do Castelo,4935-238,41.68191,-8.779241,1.845
GALP - Aldeia da Venda,Outro,Alandroal,"2,198 €",GALP,Gasóleo simples,2026-03-31 08:20:00,Évora,"Rua das Eirinhas, N.º 1",Aldeia da Venda,7200-011,38.543545,-7.474255,2.198
GALP - Aldeia da Venda,Outro,Alandroal,"1,995 €",GALP,Gasolina simples 95,2026-03-31 08:20:00,Évora,"Rua das Eirinhas, N.º 1",Aldeia da Venda,7200-011,38.543545,-7.474255,1.995
GALP - Aldeia da Venda,Outro,Alandroal,"2,218 €",GALP,Gasóleo especial,2026-03-31 08:20:00,Évora,"Rua das Eirinhas, N.º 1",Aldeia da Venda,7200-011,38.543545,-7.474255,2.218
"AUTOLIM, LDA.",Outro,Vila Real,"2,079 €",PRIO,Gasóleo especial,2026-03-31 08:20:00,Vila Real,Av 1º de Maio nº325,Vila Real,5000-651,41.300082,-7.741077,2.079
"AUTOLIM, LDA.",Outro,Vila Real,"1,949 €",PRIO,Gasolina simples 95,2026-03-31 08:20:00,Vila Real,Av 1º de Maio nº325,Vila Real,5000-651,41.300082,-7.741077,1.949
BP Flamenga,Outro,Loures,"2,234 €",BP,Gasóleo simples,2026-03-31 08:30:00,Lisboa,"R. Almirante Gago Coutinho, Flamenga",Frielas,2660-038,38.80804,-9.15719,2.234
BP Flamenga,Outro,Loures,"2,354 €",BP,Gasóleo especial,2026-03-31 08:30:00,Lisboa,"R. Almirante Gago Coutinho, Flamenga",Frielas,2660-038,38.80804,-9.15719,2.354
BP Flamenga,Outro,Loures,"2,039 €",BP,Gasolina simples 95,2026-03-31 08:30:00,Lisboa,"R. Almirante Gago Coutinho, Flamenga",Frielas,2660-038,38.80804,-9.15719,2.039
BP Flamenga,Outro,Loures,"2,249 €",BP,Gasolina especial 98,2026-03-31 08:30:00,Lisboa,"R. Almirante Gago Coutinho, Flamenga",Frielas,2660-038,38.80804,-9.15719,2.249
Posto Abastecimento BP - Torres Novas,Outro,Torres Novas,"1,999 €",BP,Gasolina simples 95,2026-03-31 08:35:00,Santarém,Avenida Andrade Corvo,Torres Novas,2350-463,39.471306,-8.542961,1.999
Posto Abastecimento BP - Torres Novas,Outro,Torres Novas,"2,194 €",BP,Gasóleo simples,2026-03-31 08:35:00,Santarém,Avenida Andrade Corvo,Torres Novas,2350-463,39.471306,-8.542961,2.194
Posto Abastecimento BP - Torres Novas,Outro,Torres Novas,"2,354 €",BP,Gasóleo especial,2026-03-31 08:35:00,Santarém,Avenida Andrade Corvo,Torres Novas,2350-463,39.471306,-8.542961,2.354
Intermarché Olhão,Outro,Olhão,"1,989 €",INTERMARCHÉ,Gasóleo simples,2026-03-31 08:35:00,Faro,Rua Calouste Gulbenkian,Olhão - Quelfes,8700-221,37.03164,-7.83338,1.989
Intermarché Olhão,Outro,Olhão,"1,839 €",INTERMARCHÉ,Gasolina simples 95,2026-03-31 08:35:00,Faro,Rua Calouste Gulbenkian,Olhão - Quelfes,8700-221,37.03164,-7.83338,1.839
INTERMARCHÉ DE SÁTÃO,Outro,Sátão,"1,995 €",INTERMARCHÉ,Gasóleo simples,2026-03-31 08:35:00,Viseu,Rua Cidade de Lescar,Sátão,3560-196,40.745,-7.73626,1.995
INTERMARCHÉ DE SÁTÃO,Outro,Sátão,"1,799 €",INTERMARCHÉ,Gasolina simples 95,2026-03-31 08:35:00,Viseu,Rua Cidade de Lescar,Sátão,3560-196,40.745,-7.73626,1.799
Posto de Abastecimento de Paredes,Outro,Paredes,"1,998 €",REDE ENERGIA,Gasóleo simples,2026-03-31 08:40:00,Porto,"Rua das Cancelas, nº23",Paredes,4580-051,41.21248,-8.32799,1.998
Posto de Abastecimento de Paredes,Outro,Paredes,"2,018 €",REDE ENERGIA,Gasóleo especial,2026-03-31 08:40:00,Porto,"Rua das Cancelas, nº23",Paredes,4580-051,41.21248,-8.32799,2.018
Posto de Abastecimento de Paredes,Outro,Paredes,"1,839 €",REDE ENERGIA,Gasolina simples 95,2026-03-31 08:40:00,Porto,"Rua das Cancelas, nº23",Paredes,4580-051,41.21248,-8.32799,1.839
Prio Cruz do Campo,Outro,Cartaxo,"2,079 €",PRIO,Gasóleo especial,2026-03-31 08:40:00,Santarém,"Estrada Nacional 3, Km 18,5 - Cruz do Campo",Pontével,2070-036,39.121146,-8.821168,2.079
Prio Cruz do Campo,Outro,Cartaxo,"1,969 €",PRIO,Gasolina simples 95,2026-03-31 08:40:00,Santarém,"Estrada Nacional 3, Km 18,5 - Cruz do Campo",Pontével,2070-036,39.121146,-8.821168,1.969
RE - GUIA (Pombal),Outro,Pombal,"2,015 €",REDE ENERGIA,Gasóleo simples,2026-03-31 08:40:00,Leiria,"EN 109, Km 154,100",Guia,3105-099,39.944891,-8.786891,2.015
RE - GUIA (Pombal),Outro,Pombal,"2,055 €",REDE ENERGIA,Gasóleo especial,2026-03-31 08:40:00,Leiria,"EN 109, Km 154,100",Guia,3105-099,39.944891,-8.786891,2.055
RE - GUIA (Pombal),Outro,Pombal,"1,845 €",REDE ENERGIA,Gasolina simples 95,2026-03-31 08:40:00,Leiria,"EN 109, Km 154,100",Guia,3105-099,39.944891,-8.786891,1.845
PRIO Vale de Figueira,Outro,Santarém,"2,119 €",PRIO,Gasóleo simples,2026-03-31 08:40:00,Santarém,"Rua Dr. Vitor Semedo, 83",Vale de Figueira,2000-000,39.311616,-8.626872,2.119
PRIO Vale de Figueira,Outro,Santarém,"2,109 €",PRIO,Gasóleo especial,2026-03-31 08:40:00,Santarém,"Rua Dr. Vitor Semedo, 83",Vale de Figueira,2000-000,39.311616,-8.626872,2.109
PRIO Vale de Figueira,Outro,Santarém,"2,009 €",PRIO,Gasolina simples 95,2026-03-31 08:40:00,Santarém,"Rua Dr. Vitor Semedo, 83",Vale de Figueira,2000-000,39.311616,-8.626872,2.009
INTERMARCHE AGUEDA,Outro,Águeda,"1,969 €",INTERMARCHÉ,Gasóleo simples,2026-03-31 08:40:00,Aveiro,Rua do Alteiralto 81,BORRALHA,3750-855,40.5517,-8.44424,1.969
INTERMARCHE AGUEDA,Outro,Águeda,"2,029 €",INTERMARCHÉ,Gasóleo especial,2026-03-31 08:40:00,Aveiro,Rua do Alteiralto 81,BORRALHA,3750-855,40.5517,-8.44424,2.029
INTERMARCHE AGUEDA,Outro,Águeda,"1,819 €",INTERMARCHÉ,Gasolina simples 95,2026-03-31 08:40:00,Aveiro,Rua do Alteiralto 81,BORRALHA,3750-855,40.5517,-8.44424,1.819
PRIO Alcanhões,Outro,Santarém,"2,109 €",PRIO,Gasóleo especial,2026-03-31 08:40:00,Santarém,Rua Comendador Paulino Cunha e Silva nº381,Alcanhões,2000-369,39.29868,-8.66039,2.109
PRIO Alcanhões,Outro,Santarém,"2,009 €",PRIO,Gasolina simples 95,2026-03-31 08:40:00,Santarém,Rua Comendador Paulino Cunha e Silva nº381,Alcanhões,2000-369,39.29868,-8.66039,2.009
PETRODEMO,Outro,Moimenta da Beira,"2,204 €",FREITAS,Gasóleo especial,2026-03-31 08:45:00,Viseu,EN 323,Baldos - Ladeiras,3620-085,40.985801,-7.56649,2.204
"INTERMARCHÉ-Superproença-Supermercados,lda",Outro,Proença-a-Nova,"2,009 €",INTERMARCHÉ,Gasóleo simples,2026-03-31 08:45:00,Castelo Branco,Lugar São Bartolomeu,Proença-a-Nova,6150-503,39.75096,-7.91761,2.009
"INTERMARCHÉ-Superproença-Supermercados,lda",Outro,Proença-a-Nova,"2,029 €",INTERMARCHÉ,Gasóleo especial,2026-03-31 08:45:00,Castelo Branco,Lugar São Bartolomeu,Proença-a-Nova,6150-503,39.75096,-7.91761,2.029
"INTERMARCHÉ-Superproença-Supermercados,lda",Outro,Proença-a-Nova,"1,829 €",INTERMARCHÉ,Gasolina simples 95,2026-03-31 08:45:00,Castelo Branco,Lugar São Bartolomeu,Proença-a-Nova,6150-503,39.75096,-7.91761,1.829
PETRODEMO,Outro,Moimenta da Beira,"2,183 €",FREITAS,Gasóleo simples,2026-03-31 08:45:00,Viseu,EN 323,Baldos - Ladeiras,3620-085,40.985801,-7.56649,2.183
PETRODEMO,Outro,Moimenta da Beira,"2,009 €",FREITAS,Gasolina simples 95,2026-03-31 08:45:00,Viseu,EN 323,Baldos - Ladeiras,3620-085,40.985801,-7.56649,2.009
BP Abrantes,Outro,Abrantes,"2,354 €",BP,Gasóleo especial,2026-03-31 08:45:00,Santarém,"Av. António Farinha Pereira, Nº 1212",Alferrarede,2200-024,39.48167,-8.18716,2.354
BP Abrantes,Outro,Abrantes,"2,204 €",BP,Gasóleo simples,2026-03-31 08:45:00,Santarém,"Av. António Farinha Pereira, Nº 1212",Alferrarede,2200-024,39.48167,-8.18716,2.204
BP Abrantes,Outro,Abrantes,"2,009 €",BP,Gasolina simples 95,2026-03-31 08:45:00,Santarém,"Av. António Farinha Pereira, Nº 1212",Alferrarede,2200-024,39.48167,-8.18716,2.009
BP Fermentelos,Outro,Águeda,"2,234 €",BP,Gasóleo simples,2026-03-31 08:45:00,Aveiro,Rua do Viera (EM 600-1),Fermentelos,3750-466,40.56099,-8.54071,2.234
BP Fermentelos,Outro,Águeda,"2,354 €",BP,Gasóleo especial,2026-03-31 08:45:00,Aveiro,Rua do Viera (EM 600-1),Fermentelos,3750-466,40.56099,-8.54071,2.354
BP Fermentelos,Outro,Águeda,"2,039 €",BP,Gasolina simples 95,2026-03-31 08:45:00,Aveiro,Rua do Viera (EM 600-1),Fermentelos,3750-466,40.56099,-8.54071,2.039
BP Fermentelos,Outro,Águeda,"2,249 €",BP,Gasolina especial 98,2026-03-31 08:45:00,Aveiro,Rua do Viera (EM 600-1),Fermentelos,3750-466,40.56099,-8.54071,2.249
BP Albergaria-a-Velha Centro,Outro,Albergaria-a-Velha,"2,204 €",BP,Gasóleo simples,2026-03-31 08:45:00,Aveiro,Rua Dr. Nogueira e Melo,Albergaria-a-Velha,3850-103,40.69066,-8.47454,2.204
BP Albergaria-a-Velha Centro,Outro,Albergaria-a-Velha,"2,354 €",BP,Gasóleo especial,2026-03-31 08:45:00,Aveiro,Rua Dr. Nogueira e Melo,Albergaria-a-Velha,3850-103,40.69066,-8.47454,2.354
BP Albergaria-a-Velha Centro,Outro,Albergaria-a-Velha,"2,009 €",BP,Gasolina simples 95,2026-03-31 08:45:00,Aveiro,Rua Dr. Nogueira e Melo,Albergaria-a-Velha,3850-103,40.69066,-8.47454,2.009
BP Albergaria-a-Velha Centro,Outro,Albergaria-a-Velha,"2,249 €",BP,Gasolina especial 98,2026-03-31 08:45:00,Aveiro,Rua Dr. Nogueira e Melo,Albergaria-a-Velha,3850-103,40.69066,-8.47454,2.249
BP Oliveira do Bairro ,Outro,Oliveira do Bairro,"2,234 €",BP,Gasóleo simples,2026-03-31 08:45:00,Aveiro,Rua do Foral nº 36,Oliveira do Bairro,3770-215,40.51526,-8.493548,2.234
BP Oliveira do Bairro ,Outro,Oliveira do Bairro,"2,354 €",BP,Gasóleo especial,2026-03-31 08:45:00,Aveiro,Rua do Foral nº 36,Oliveira do Bairro,3770-215,40.51526,-8.493548,2.354
BP Oliveira do Bairro ,Outro,Oliveira do Bairro,"2,039 €",BP,Gasolina simples 95,2026-03-31 08:45:00,Aveiro,Rua do Foral nº 36,Oliveira do Bairro,3770-215,40.51526,-8.493548,2.039
BP Oliveira do Bairro ,Outro,Oliveira do Bairro,"2,249 €",BP,Gasolina especial 98,2026-03-31 08:45:00,Aveiro,Rua do Foral nº 36,Oliveira do Bairro,3770-215,40.51526,-8.493548,2.249
BP Aguada de Baixo Este,Outro,Águeda,"2,204 €",BP,Gasóleo simples,2026-03-31 08:45:00,Aveiro,Vale do Grou,Aguada de Baixo,3750-002,40.52822,-8.44838,2.204
BP Aguada de Baixo Este,Outro,Águeda,"2,354 €",BP,Gasóleo especial,2026-03-31 08:45:00,Aveiro,Vale do Grou,Aguada de Baixo,3750-002,40.52822,-8.44838,2.354
BP Aguada de Baixo Este,Outro,Águeda,"2,009 €",BP,Gasolina simples 95,2026-03-31 08:45:00,Aveiro,Vale do Grou,Aguada de Baixo,3750-002,40.52822,-8.44838,2.009
BP Aguada de Baixo Este,Outro,Águeda,"2,249 €",BP,Gasolina especial 98,2026-03-31 08:45:00,Aveiro,Vale do Grou,Aguada de Baixo,3750-002,40.52822,-8.44838,2.249
BP Aguada de Baixo Oeste,Outro,Águeda,"2,204 €",BP,Gasóleo simples,2026-03-31 08:45:00,Aveiro,Vale do Grou,Aguada de Baixo,3750-002,40.52827,-8.44873,2.204
BP Aguada de Baixo Oeste,Outro,Águeda,"2,354 €",BP,Gasóleo especial,2026-03-31 08:45:00,Aveiro,Vale do Grou,Aguada de Baixo,3750-002,40.52827,-8.44873,2.354
BP Aguada de Baixo Oeste,Outro,Águeda,"2,009 €",BP,Gasolina simples 95,2026-03-31 08:45:00,Aveiro,Vale do Grou,Aguada de Baixo,3750-002,40.52827,-8.44873,2.009
BP Aguada de Baixo Oeste,Outro,Águeda,"2,249 €",BP,Gasolina especial 98,2026-03-31 08:45:00,Aveiro,Vale do Grou,Aguada de Baixo,3750-002,40.52827,-8.44873,2.249
BP - Albergaria,Outro,Albergaria-a-Velha,"2,204 €",BP,Gasóleo simples,2026-03-31 08:45:00,Aveiro,"EN 16 - Variante ao Sobreiro Km 13,4",Albergaria-a-Velha,3850-147,40.6968629928,-8.51093900804,2.204
BP - Albergaria,Outro,Albergaria-a-Velha,"2,354 €",BP,Gasóleo especial,2026-03-31 08:45:00,Aveiro,"EN 16 - Variante ao Sobreiro Km 13,4",Albergaria-a-Velha,3850-147,40.6968629928,-8.51093900804,2.354
BP - Albergaria,Outro,Albergaria-a-Velha,"2,009 €",BP,Gasolina simples 95,2026-03-31 08:45:00,Aveiro,"EN 16 - Variante ao Sobreiro Km 13,4",Albergaria-a-Velha,3850-147,40.6968629928,-8.51093900804,2.009
BP - Albergaria,Outro,Albergaria-a-Velha,"2,249 €",BP,Gasolina especial 98,2026-03-31 08:45:00,Aveiro,"EN 16 - Variante ao Sobreiro Km 13,4",Albergaria-a-Velha,3850-147,40.6968629928,-8.51093900804,2.249
BP Águeda,Outro,Águeda,"2,234 €",BP,Gasóleo simples,2026-03-31 08:45:00,Aveiro,EN 573 - Lugar do Covão,Valongo do Vouga,3750-836,40.60208,-8.44495,2.234
BP Águeda,Outro,Águeda,"2,354 €",BP,Gasóleo especial,2026-03-31 08:45:00,Aveiro,EN 573 - Lugar do Covão,Valongo do Vouga,3750-836,40.60208,-8.44495,2.354
BP Águeda,Outro,Águeda,"2,039 €",BP,Gasolina simples 95,2026-03-31 08:45:00,Aveiro,EN 573 - Lugar do Covão,Valongo do Vouga,3750-836,40.60208,-8.44495,2.039
BP Águeda,Outro,Águeda,"2,249 €",BP,Gasolina especial 98,2026-03-31 08:45:00,Aveiro,EN 573 - Lugar do Covão,Valongo do Vouga,3750-836,40.60208,-8.44495,2.249
INTERMARCHE Cuba,Área comercial (Hipermercados),Cuba,"2,114 €",INTERMARCHÉ,Gasóleo especial,2026-03-31 08:50:00,Beja,"Estrada Nacional 258-1, Edifício Intermarché",Cuba,7940-148,38.17056,-7.894024,2.114
INTERMARCHE Cuba,Área comercial (Hipermercados),Cuba,"2,054 €",INTERMARCHÉ,Gasóleo simples,2026-03-31 08:50:00,Beja,"Estrada Nacional 258-1, Edifício Intermarché",Cuba,7940-148,38.17056,-7.894024,2.054
INTERMARCHE Cuba,Área comercial (Hipermercados),Cuba,"1,861 €",INTERMARCHÉ,Gasolina simples 95,2026-03-31 08:50:00,Beja,"Estrada Nacional 258-1, Edifício Intermarché",Cuba,7940-148,38.17056,-7.894024,1.861
INTERMARCHÉ Portel,Outro,Portel,"2,083 €",INTERMARCHÉ,Gasóleo simples,2026-03-31 08:50:00,Évora,Tapada dos Arcos (Distriportel),Portel,7220-413,38.30448,-7.706178,2.083
INTERMARCHÉ Portel,Outro,Portel,"1,892 €",INTERMARCHÉ,Gasolina simples 95,2026-03-31 08:50:00,Évora,Tapada dos Arcos (Distriportel),Portel,7220-413,38.30448,-7.706178,1.892
BP - Murtede,Outro,Cantanhede,"2,184 €",BP,Gasóleo simples,2026-03-31 08:55:00,Coimbra,EN 234 Km 22,Murtede,3060-371,40.3587679927,-8.52622900767,2.184
BP - Murtede,Outro,Cantanhede,"2,354 €",BP,Gasóleo especial,2026-03-31 08:55:00,Coimbra,EN 234 Km 22,Murtede,3060-371,40.3587679927,-8.52622900767,2.354
BP - Murtede,Outro,Cantanhede,"1,989 €",BP,Gasolina simples 95,2026-03-31 08:55:00,Coimbra,EN 234 Km 22,Murtede,3060-371,40.3587679927,-8.52622900767,1.989
BP - Murtede,Outro,Cantanhede,"2,249 €",BP,Gasolina especial 98,2026-03-31 08:55:00,Coimbra,EN 234 Km 22,Murtede,3060-371,40.3587679927,-8.52622900767,2.249
CANTANHEDE,Outro,Cantanhede,"2,184 €",BP,Gasóleo simples,2026-03-31 08:55:00,Coimbra,"Rotunda da EN 234/EN 234-1 Km 1,6",Cantanhede,3060-124,40.34788,-8.58496,2.184
