Nome,TipoPosto,Municipio,Preco,Marca,Combustivel,DataAtualizacao,Distrito,Morada,Localidade,CodPostal,Latitude,Longitude,Preco_num
E.S. CALDAS II,Outro,Caldas da Rainha,"1,989 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Leiria,Av. Infante D. Henrique nº 30\r\n\r\nNossa Senhora do Pópulo\r\n,Caldas da Rainha,2500-918,39.416164,-9.149008,1.989
E.S. CALDAS II,Outro,Caldas da Rainha,"2,179 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Leiria,Av. Infante D. Henrique nº 30\r\n\r\nNossa Senhora do Pópulo\r\n,Caldas da Rainha,2500-918,39.416164,-9.149008,2.179
E.S. ALCOBAÇA,Outro,Alcobaça,"2,214 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Leiria,Quinta da Cova da Onça,Alcobaça,2460-059,39.54948,-8.97085,2.214
E.S. VALE MACEIRA,Outro,Alcobaça,"2,149 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Leiria,EN 8 Km 100,Vale Maceira,2640-000,39.4808,-9.10433,2.149
E.S. VALE MACEIRA,Outro,Alcobaça,"2,209 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Leiria,EN 8 Km 100,Vale Maceira,2640-000,39.4808,-9.10433,2.209
E.S. VALE MACEIRA,Outro,Alcobaça,"1,979 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Leiria,EN 8 Km 100,Vale Maceira,2640-000,39.4808,-9.10433,1.979
E.S. VALE MACEIRA,Outro,Alcobaça,"2,169 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Leiria,EN 8 Km 100,Vale Maceira,2640-000,39.4808,-9.10433,2.169
E.S. CASCAIS,Outro,Cascais,"2,214 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Lisboa,EN 9 Mato Romão,Aldeia do Juzo-S. Gabriel,2750-000,38.72535,-9.44306,2.214
E.S. GUIA,Outro,Cascais,"2,214 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Lisboa,"EN 247 (Estrada do Guincho) Km 102,8",Qtª da Marinha,2750-000,38.6962,-9.44785,2.214
E.S. LEIAO,Outro,Oeiras,"2,199 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Lisboa,Variante à EN 249-3,Leião,2780-000,38.72953,-9.30175,2.199
E.S. LEIAO,Outro,Oeiras,"2,269 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Lisboa,Variante à EN 249-3,Leião,2780-000,38.72953,-9.30175,2.269
E.S. LEIAO,Outro,Oeiras,"2,014 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Lisboa,Variante à EN 249-3,Leião,2780-000,38.72953,-9.30175,2.014
E.S. LEIAO,Outro,Oeiras,"2,214 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Lisboa,Variante à EN 249-3,Leião,2780-000,38.72953,-9.30175,2.214
E.S. MALVEIRA,Outro,Mafra,"2,149 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Lisboa,"EN 8 Km 22,9",Lagoa,2675-258,38.939603,-9.251492,2.149
E.S. MALVEIRA,Outro,Mafra,"2,209 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Lisboa,"EN 8 Km 22,9",Lagoa,2675-258,38.939603,-9.251492,2.209
E.S. MALVEIRA,Outro,Mafra,"1,979 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Lisboa,"EN 8 Km 22,9",Lagoa,2675-258,38.939603,-9.251492,1.979
E.S. BURACA,Outro,Amadora,"2,214 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Lisboa,Av. da República,Cova da Moura - Buraca,2700-000,38.74352,-9.21072,2.214
E.S. GADO BRAVO,Outro,Vila Franca de Xira,"2,149 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Lisboa,EN 10,Est Cabo-Camarao-Gado Bravo,2601-000,38.94252,-8.9458,2.149
E.S. GADO BRAVO,Outro,Vila Franca de Xira,"2,209 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Lisboa,EN 10,Est Cabo-Camarao-Gado Bravo,2601-000,38.94252,-8.9458,2.209
E.S. GADO BRAVO,Outro,Vila Franca de Xira,"1,979 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Lisboa,EN 10,Est Cabo-Camarao-Gado Bravo,2601-000,38.94252,-8.9458,1.979
E.S. AMADORA-LIDO,Outro,Amadora,"2,199 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Lisboa,Estrada Velha Queluz nº 36,Venteira,2700-000,38.7564,-9.24718,2.199
E.S. AMADORA-LIDO,Outro,Amadora,"2,269 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Lisboa,Estrada Velha Queluz nº 36,Venteira,2700-000,38.7564,-9.24718,2.269
E.S. AMADORA-LIDO,Outro,Amadora,"2,014 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Lisboa,Estrada Velha Queluz nº 36,Venteira,2700-000,38.7564,-9.24718,2.014
E.S. AMADORA-LIDO,Outro,Amadora,"2,214 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Lisboa,Estrada Velha Queluz nº 36,Venteira,2700-000,38.7564,-9.24718,2.214
E.S. BARCARENA,Outro,Oeiras,"2,199 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Lisboa,"Rua Hortense Luz, 9 A",Barcarena,2730-231,38.7327,-9.279797,2.199
E.S. BARCARENA,Outro,Oeiras,"2,269 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Lisboa,"Rua Hortense Luz, 9 A",Barcarena,2730-231,38.7327,-9.279797,2.269
E.S. BARCARENA,Outro,Oeiras,"2,014 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Lisboa,"Rua Hortense Luz, 9 A",Barcarena,2730-231,38.7327,-9.279797,2.014
E.S. CASTILHO,Outro,Lisboa,"2,199 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Lisboa,Rua Castilho nº 72-A,Parque Eduardo VII,1200-000,38.72426,-9.15268,2.199
E.S. CASTILHO,Outro,Lisboa,"2,269 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Lisboa,Rua Castilho nº 72-A,Parque Eduardo VII,1200-000,38.72426,-9.15268,2.269
E.S. CASTILHO,Outro,Lisboa,"2,014 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Lisboa,Rua Castilho nº 72-A,Parque Eduardo VII,1200-000,38.72426,-9.15268,2.014
E.S. FREIXIAL,Outro,Loures,"2,169 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Lisboa,"EN 116 Km 24,5",Bucelas,2670-676,38.903325,-9.155217,2.169
E.S. MONTARGIL,Outro,Ponte de Sor,"2,214 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Portalegre,EN 2 - Km 462,Montargil,7425-144,39.05117,-8.17153,2.214
E.S. LEÇA DO BALIO,Outro,Matosinhos,"2,199 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Porto,Rua do Mosteiro,Leça do Balio,4465-703,41.205856,-8.621156,2.199
E.S. LEÇA DO BALIO,Outro,Matosinhos,"2,269 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Porto,Rua do Mosteiro,Leça do Balio,4465-703,41.205856,-8.621156,2.269
E.S. LEÇA DO BALIO,Outro,Matosinhos,"2,014 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Porto,Rua do Mosteiro,Leça do Balio,4465-703,41.205856,-8.621156,2.014
E.S. MAIA A,Outro,Maia,"2,159 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Porto,EN 14 Km 7,Maia,4470-273,41.23925,-8.625030556,2.159
E.S. MAIA A,Outro,Maia,"2,219 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Porto,EN 14 Km 7,Maia,4470-273,41.23925,-8.625030556,2.219
E.S. MAIA A,Outro,Maia,"1,989 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Porto,EN 14 Km 7,Maia,4470-273,41.23925,-8.625030556,1.989
E.S. MAIA A,Outro,Maia,"2,179 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Porto,EN 14 Km 7,Maia,4470-273,41.23925,-8.625030556,2.179
E.S. MAIA B,Outro,Maia,"2,159 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Porto,EN 14 Km 7,Maia,4470-273,41.239261111,-8.624630556,2.159
E.S. MAIA B,Outro,Maia,"2,219 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Porto,EN 14 Km 7,Maia,4470-273,41.239261111,-8.624630556,2.219
E.S. MAIA B,Outro,Maia,"1,989 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Porto,EN 14 Km 7,Maia,4470-273,41.239261111,-8.624630556,1.989
E.S. MONTE DOS BURGOS,Outro,Porto,"2,199 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Porto,Rua Monte Burgos nº 316,Porto,4200-309,41.17256,-8.62611,2.199
E.S. MONTE DOS BURGOS,Outro,Porto,"2,269 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Porto,Rua Monte Burgos nº 316,Porto,4200-309,41.17256,-8.62611,2.269
E.S. MONTE DOS BURGOS,Outro,Porto,"2,014 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Porto,Rua Monte Burgos nº 316,Porto,4200-309,41.17256,-8.62611,2.014
E.S. MONTE DOS BURGOS,Outro,Porto,"2,214 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Porto,Rua Monte Burgos nº 316,Porto,4200-309,41.17256,-8.62611,2.214
E.S. PACOS DE FERREIRA,Outro,Paços de Ferreira,"2,149 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Porto,Via do Poder Local,Paços de Ferreira,4594-930,41.26708,-8.37683,2.149
E.S. PACOS DE FERREIRA,Outro,Paços de Ferreira,"2,209 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Porto,Via do Poder Local,Paços de Ferreira,4594-930,41.26708,-8.37683,2.209
E.S. PACOS DE FERREIRA,Outro,Paços de Ferreira,"1,979 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Porto,Via do Poder Local,Paços de Ferreira,4594-930,41.26708,-8.37683,1.979
E.S. PACOS DE FERREIRA,Outro,Paços de Ferreira,"2,169 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Porto,Via do Poder Local,Paços de Ferreira,4594-930,41.26708,-8.37683,2.169
E.S. PADRAO DA MOREIRA,Outro,Maia,"2,199 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Porto,"Rua Conselheiro Luís Magalhães, 161",Porto,4470-616,41.246089,-8.648967,2.199
E.S. PADRAO DA MOREIRA,Outro,Maia,"2,269 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Porto,"Rua Conselheiro Luís Magalhães, 161",Porto,4470-616,41.246089,-8.648967,2.269
E.S. PADRAO DA MOREIRA,Outro,Maia,"2,014 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Porto,"Rua Conselheiro Luís Magalhães, 161",Porto,4470-616,41.246089,-8.648967,2.014
E.S. RIO TINTO,Outro,Gondomar,"2,149 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Porto,Rua Fernão de Magalhães nº 431,Rio Tinto,4435-431,41.173102,-8.550333,2.149
E.S. RIO TINTO,Outro,Gondomar,"2,209 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Porto,Rua Fernão de Magalhães nº 431,Rio Tinto,4435-431,41.173102,-8.550333,2.209
E.S. RIO TINTO,Outro,Gondomar,"1,979 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Porto,Rua Fernão de Magalhães nº 431,Rio Tinto,4435-431,41.173102,-8.550333,1.979
E.S. GAIA I,Outro,Vila Nova de Gaia,"2,169 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Porto,V8,Candal,4400-663,41.137317,-8.628375,2.169
E.S. POVOA VARZIM,Outro,Póvoa de Varzim,"2,199 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Porto,Rua Gomes de Amorim nº 3121,A-Ver-o-Mar,4490-091,41.40673,-8.76741,2.199
E.S. POVOA VARZIM,Outro,Póvoa de Varzim,"2,269 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Porto,Rua Gomes de Amorim nº 3121,A-Ver-o-Mar,4490-091,41.40673,-8.76741,2.269
E.S. POVOA VARZIM,Outro,Póvoa de Varzim,"2,014 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Porto,Rua Gomes de Amorim nº 3121,A-Ver-o-Mar,4490-091,41.40673,-8.76741,2.014
E.S. POVOA VARZIM,Outro,Póvoa de Varzim,"2,214 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Porto,Rua Gomes de Amorim nº 3121,A-Ver-o-Mar,4490-091,41.40673,-8.76741,2.214
E.S. S. MAMEDE INFESTA,Outro,Matosinhos,"2,199 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Porto,Gaveto R. Godinho de Faria e Sá E Melo,São Mamede de Infesta,4465-000,41.19635,-8.61082,2.199
E.S. S. MAMEDE INFESTA,Outro,Matosinhos,"2,269 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Porto,Gaveto R. Godinho de Faria e Sá E Melo,São Mamede de Infesta,4465-000,41.19635,-8.61082,2.269
E.S. S. MAMEDE INFESTA,Outro,Matosinhos,"2,014 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Porto,Gaveto R. Godinho de Faria e Sá E Melo,São Mamede de Infesta,4465-000,41.19635,-8.61082,2.014
E.S. S. MAMEDE INFESTA,Outro,Matosinhos,"2,214 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Porto,Gaveto R. Godinho de Faria e Sá E Melo,São Mamede de Infesta,4465-000,41.19635,-8.61082,2.214
E.S. PENAFIEL CIRCULAR,Outro,Penafiel,"2,169 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Porto,Bouça Grande,Milhundos,4560-232,41.203603,-8.27085,2.169
E.S. GONDOMAR - S. COSME,Outro,Gondomar,"2,149 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Porto,Rua Dom João de França nº 9,Ramalde,4420-110,41.1291,-8.52393,2.149
E.S. GONDOMAR - S. COSME,Outro,Gondomar,"2,209 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Porto,Rua Dom João de França nº 9,Ramalde,4420-110,41.1291,-8.52393,2.209
E.S. GONDOMAR - S. COSME,Outro,Gondomar,"1,979 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Porto,Rua Dom João de França nº 9,Ramalde,4420-110,41.1291,-8.52393,1.979
E.S. MAKRO-MATOSINHOS,Outro,Matosinhos,"2,139 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Porto,Rua Arroteia Leça Balio,S Mamede Infesta,4465-026,41.20093,-8.62506,2.139
E.S. MAKRO-MATOSINHOS,Outro,Matosinhos,"2,209 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Porto,Rua Arroteia Leça Balio,S Mamede Infesta,4465-026,41.20093,-8.62506,2.209
E.S. MAKRO-MATOSINHOS,Outro,Matosinhos,"1,969 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Porto,Rua Arroteia Leça Balio,S Mamede Infesta,4465-026,41.20093,-8.62506,1.969
E.S. MAKRO-MATOSINHOS,Outro,Matosinhos,"2,169 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Porto,Rua Arroteia Leça Balio,S Mamede Infesta,4465-026,41.20093,-8.62506,2.169
E.S. STA. MARIA DA FEIRA,Outro,Santa Maria da Feira,"2,149 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Aveiro,Lugar Da Cruz,Santa Maria da Feira,4520-195,40.921489,-8.5633,2.149
E.S. MAIA CENTRO,Outro,Maia,"2,159 €",REPSOL,Gasóleo simples,2026-03-30 00:00:00,Porto,Rua Engº Duarte Pacheco nº 661,Maia,4470-000,41.23908,-8.6217,2.159
E.S. MAIA CENTRO,Outro,Maia,"2,219 €",REPSOL,Gasóleo especial,2026-03-30 00:00:00,Porto,Rua Engº Duarte Pacheco nº 661,Maia,4470-000,41.23908,-8.6217,2.219
E.S. MAIA CENTRO,Outro,Maia,"1,989 €",REPSOL,Gasolina simples 95,2026-03-30 00:00:00,Porto,Rua Engº Duarte Pacheco nº 661,Maia,4470-000,41.23908,-8.6217,1.989
E.S. MAIA CENTRO,Outro,Maia,"2,179 €",REPSOL,Gasolina especial 98,2026-03-30 00:00:00,Porto,Rua Engº Duarte Pacheco nº 661,Maia,4470-000,41.23908,-8.6217,2.179
Posto de Combustíveis Auto Penha ,Outro,Lisboa,"2,189 €",PRIO,Gasóleo simples,2026-03-30 00:05:00,Lisboa,Rua Mouzinho Albuquerque nº 10 A,Penha de França,1170-264,38.72997,-9.12668,2.189
Posto de Combustíveis Auto Penha ,Outro,Lisboa,"2,169 €",PRIO,Gasóleo especial,2026-03-30 00:05:00,Lisboa,Rua Mouzinho Albuquerque nº 10 A,Penha de França,1170-264,38.72997,-9.12668,2.169
Posto de Combustíveis Auto Penha ,Outro,Lisboa,"2,026 €",PRIO,Gasolina simples 95,2026-03-30 00:05:00,Lisboa,Rua Mouzinho Albuquerque nº 10 A,Penha de França,1170-264,38.72997,-9.12668,2.026
GALP CHÃO DE AVE,Outro,Arouca,"2,184 €",GALP,Gasóleo simples,2026-03-30 00:05:00,Aveiro,"EN 224 Km 43,30",Chão D'Ave,4540-263,40.89012,-8.342441,2.184
GALP CHÃO DE AVE,Outro,Arouca,"2,244 €",GALP,Gasóleo especial,2026-03-30 00:05:00,Aveiro,"EN 224 Km 43,30",Chão D'Ave,4540-263,40.89012,-8.342441,2.244
GALP CHÃO DE AVE,Outro,Arouca,"1,984 €",GALP,Gasolina simples 95,2026-03-30 00:05:00,Aveiro,"EN 224 Km 43,30",Chão D'Ave,4540-263,40.89012,-8.342441,1.984
E.S. LOUSA,Outro,Lousã,"2,184 €",REPSOL,Gasóleo simples,2026-03-30 00:05:00,Coimbra,Av. Dr. José Maria Cardoso,Lousã,3200-202,40.11385,-8.24455,2.184
E.S. LOUSA,Outro,Lousã,"2,254 €",REPSOL,Gasóleo especial,2026-03-30 00:05:00,Coimbra,Av. Dr. José Maria Cardoso,Lousã,3200-202,40.11385,-8.24455,2.254
E.S. LOUSA,Outro,Lousã,"2,014 €",REPSOL,Gasolina simples 95,2026-03-30 00:05:00,Coimbra,Av. Dr. José Maria Cardoso,Lousã,3200-202,40.11385,-8.24455,2.014
PA Galp - Lagoil,Outro,Coruche,"2,184 €",GALP,Gasóleo simples,2026-03-30 00:05:00,Santarém,"EN 114, km 0,600 - Avenida Luís de Camões",Coruche,2100-102,38.95618,-8.530151,2.184
PA Galp - Lagoil,Outro,Coruche,"2,234 €",GALP,Gasóleo especial,2026-03-30 00:05:00,Santarém,"EN 114, km 0,600 - Avenida Luís de Camões",Coruche,2100-102,38.95618,-8.530151,2.234
PA Galp - Lagoil,Outro,Coruche,"1,984 €",GALP,Gasolina simples 95,2026-03-30 00:05:00,Santarém,"EN 114, km 0,600 - Avenida Luís de Camões",Coruche,2100-102,38.95618,-8.530151,1.984
"Posto Rainha da Feira, Lda",Outro,Santa Maria da Feira,"2,144 €",GALP,Gasóleo simples,2026-03-30 00:05:00,Aveiro,Zona Industrial do Roligo,Espargo,4520-112,40.92342,-8.56923,2.144
"Posto Rainha da Feira, Lda",Outro,Santa Maria da Feira,"2,194 €",GALP,Gasóleo especial,2026-03-30 00:05:00,Aveiro,Zona Industrial do Roligo,Espargo,4520-112,40.92342,-8.56923,2.194
"Posto Rainha da Feira, Lda",Outro,Santa Maria da Feira,"1,959 €",GALP,Gasolina simples 95,2026-03-30 00:05:00,Aveiro,Zona Industrial do Roligo,Espargo,4520-112,40.92342,-8.56923,1.959
CEPSA Oliveira de Azemeis,Outro,Oliveira de Azeméis,"2,075 €",CEPSA,Gasóleo simples,2026-03-30 00:05:00,Aveiro,Av. Francisco Tavares,Oliveira de Azeméis,3720-268,40.84614,-8.4687,2.075
CEPSA Oliveira de Azemeis,Outro,Oliveira de Azeméis,"1,943 €",CEPSA,Gasolina simples 95,2026-03-30 00:05:00,Aveiro,Av. Francisco Tavares,Oliveira de Azeméis,3720-268,40.84614,-8.4687,1.943
Prio - Loures,Outro,Loures,"2,079 €",PRIO,Gasóleo especial,2026-03-30 00:05:00,Lisboa,Largo José Paulo Oliveira,Loures,2670-380,38.83211,-9.171378,2.079
Prio - Loures,Outro,Loures,"1,959 €",PRIO,Gasolina simples 95,2026-03-30 00:05:00,Lisboa,Largo José Paulo Oliveira,Loures,2670-380,38.83211,-9.171378,1.959
A.T. Moreira Pinto & Cia. Lda. - PA Galp Cucujães,Outro,Oliveira de Azeméis,"2,154 €",GALP,Gasóleo simples,2026-03-30 00:05:00,Aveiro,Rua José Maria Castro Lopes Junior: 1009,Cucujães,3720-351,40.872227,-8.485983,2.154
A.T. Moreira Pinto & Cia. Lda. - PA Galp Cucujães,Outro,Oliveira de Azeméis,"2,204 €",GALP,Gasóleo especial,2026-03-30 00:05:00,Aveiro,Rua José Maria Castro Lopes Junior: 1009,Cucujães,3720-351,40.872227,-8.485983,2.204
A.T. Moreira Pinto & Cia. Lda. - PA Galp Cucujães,Outro,Oliveira de Azeméis,"1,959 €",GALP,Gasolina simples 95,2026-03-30 00:05:00,Aveiro,Rua José Maria Castro Lopes Junior: 1009,Cucujães,3720-351,40.872227,-8.485983,1.959
A.T. Moreira Pinto & Cia. Lda. - PA Galp Cucujães,Outro,Oliveira de Azeméis,"2,169 €",GALP,Gasolina especial 98,2026-03-30 00:05:00,Aveiro,Rua José Maria Castro Lopes Junior: 1009,Cucujães,3720-351,40.872227,-8.485983,2.169
GALP Carvalhal - Av. 18 de Dezembro,Outro,Grândola,"2,244 €",GALP,Gasóleo especial,2026-03-30 00:05:00,Setúbal,Av. 18 de dezembro ,Comporta,7570-779,38.30784,-8.743643,2.244
GALP Carvalhal - Av. 18 de Dezembro,Outro,Grândola,"1,994 €",GALP,Gasolina simples 95,2026-03-30 00:05:00,Setúbal,Av. 18 de dezembro ,Comporta,7570-779,38.30784,-8.743643,1.994
GALP Carvalhal - Av. 18 de Dezembro,Outro,Grândola,"2,204 €",GALP,Gasolina especial 98,2026-03-30 00:05:00,Setúbal,Av. 18 de dezembro ,Comporta,7570-779,38.30784,-8.743643,2.204
GALP Carvalhal - Av. 18 de Dezembro,Outro,Grândola,"2,194 €",GALP,Gasóleo simples,2026-03-30 00:05:00,Setúbal,Av. 18 de dezembro ,Comporta,7570-779,38.30784,-8.743643,2.194
Prio - Lagos,Outro,Lagos,"2,074 €",PRIO,Gasóleo especial,2026-03-30 00:05:00,Faro,Urb Cerro de Mos Lote 316,Lagos,8600-657,37.109303,-8.689247,2.074
Prio - Lagos,Outro,Lagos,"1,949 €",PRIO,Gasolina simples 95,2026-03-30 00:05:00,Faro,Urb Cerro de Mos Lote 316,Lagos,8600-657,37.109303,-8.689247,1.949
GALP CHÃO DE AVE,Outro,Arouca,"2,194 €",GALP,Gasolina especial 98,2026-03-30 00:05:00,Aveiro,"EN 224 Km 43,30",Chão D'Ave,4540-263,40.89012,-8.342441,2.194
Petrovariante ,Outro,Santa Maria da Feira,"2,009 €",PETROVARIANTE,Gasóleo simples,2026-03-30 00:10:00,Aveiro,Travessa do Monte (Rua dos descobrimentos),Sanfins ,4520-551,40.93044,-8.51739,2.009
Petrovariante ,Outro,Santa Maria da Feira,"2,049 €",PETROVARIANTE,Gasóleo especial,2026-03-30 00:10:00,Aveiro,Travessa do Monte (Rua dos descobrimentos),Sanfins ,4520-551,40.93044,-8.51739,2.049
Petrovariante ,Outro,Santa Maria da Feira,"1,869 €",PETROVARIANTE,Gasolina simples 95,2026-03-30 00:10:00,Aveiro,Travessa do Monte (Rua dos descobrimentos),Sanfins ,4520-551,40.93044,-8.51739,1.869
Lagares Combustiveis,Outro,Felgueiras,"2,197 €",FREITAS,Gasóleo especial,2026-03-30 00:30:00,Porto,Lugar de Campas,Felgueiras - Lagares,4610-409,41.36853,-8.21931,2.197
Lagares Combustiveis,Outro,Felgueiras,"2,147 €",FREITAS,Gasóleo simples,2026-03-30 00:30:00,Porto,Lugar de Campas,Felgueiras - Lagares,4610-409,41.36853,-8.21931,2.147
Lagares Combustiveis,Outro,Felgueiras,"2,157 €",FREITAS,Gasolina especial 98,2026-03-30 00:30:00,Porto,Lugar de Campas,Felgueiras - Lagares,4610-409,41.36853,-8.21931,2.157
Lagares Combustiveis,Outro,Felgueiras,"1,957 €",FREITAS,Gasolina simples 95,2026-03-30 00:30:00,Porto,Lugar de Campas,Felgueiras - Lagares,4610-409,41.36853,-8.21931,1.957
"Auto Modelar de Cernache, Lda",Outro,Sertã,"2,138 €",Genérico,Gasóleo simples,2026-03-30 00:30:00,Castelo Branco,"Rua Nossa Senhora da Conceição, n.º75",Cernache do Bonjardim,6100-266,39.809929,-8.193969,2.138
"Auto Modelar de Cernache, Lda",Outro,Sertã,"2,168 €",Genérico,Gasóleo especial,2026-03-30 00:30:00,Castelo Branco,"Rua Nossa Senhora da Conceição, n.º75",Cernache do Bonjardim,6100-266,39.809929,-8.193969,2.168
"Auto Modelar de Cernache, Lda",Outro,Sertã,"1,958 €",Genérico,Gasolina simples 95,2026-03-30 00:30:00,Castelo Branco,"Rua Nossa Senhora da Conceição, n.º75",Cernache do Bonjardim,6100-266,39.809929,-8.193969,1.958
Auto Julio Évora,Outro,Évora,"1,845 €",AUTO JULIO,Gasolina simples 95,2026-03-30 00:35:00,Évora,"EN 114, Km 182,5 (sentido Norte-Sul)",Nossa Senhora Graça do Divor,7000-019,38.578465,-7.986492,1.845
Auto Julio Évora,Outro,Évora,"2,038 €",AUTO JULIO,Gasóleo simples,2026-03-30 00:35:00,Évora,"EN 114, Km 182,5 (sentido Norte-Sul)",Nossa Senhora Graça do Divor,7000-019,38.578465,-7.986492,2.038
Auto Julio Évora,Outro,Évora,"2,058 €",AUTO JULIO,Gasóleo especial,2026-03-30 00:35:00,Évora,"EN 114, Km 182,5 (sentido Norte-Sul)",Nossa Senhora Graça do Divor,7000-019,38.578465,-7.986492,2.058
E.S. ESCARIZ,Outro,Vila Verde,"2,209 €",REPSOL,Gasóleo especial,2026-03-30 00:40:00,Braga,Lugar da Igreja,Escariz S. Mamede,4730-500,41.63623,-8.5289,2.209
E.S. ESCARIZ,Outro,Vila Verde,"1,969 €",REPSOL,Gasolina simples 95,2026-03-30 00:40:00,Braga,Lugar da Igreja,Escariz S. Mamede,4730-500,41.63623,-8.5289,1.969
E.S. ESCARIZ,Outro,Vila Verde,"2,169 €",REPSOL,Gasolina especial 98,2026-03-30 00:40:00,Braga,Lugar da Igreja,Escariz S. Mamede,4730-500,41.63623,-8.5289,2.169
E.S. ESCARIZ,Outro,Vila Verde,"2,139 €",REPSOL,Gasóleo simples,2026-03-30 00:40:00,Braga,Lugar da Igreja,Escariz S. Mamede,4730-500,41.63623,-8.5289,2.139
BP Arruda dos Vinhos,Outro,Arruda dos Vinhos,"2,224 €",BP,Gasóleo simples,2026-03-30 00:55:00,Lisboa,Quinta da Ponte e Costa,Arruda dos Vinhos,2634-909,38.98681,-9.07645,2.224
BP Arruda dos Vinhos,Outro,Arruda dos Vinhos,"2,029 €",BP,Gasolina simples 95,2026-03-30 00:55:00,Lisboa,Quinta da Ponte e Costa,Arruda dos Vinhos,2634-909,38.98681,-9.07645,2.029
