Nome;TipoPosto;Municipio;Preco;Marca;Combustivel;DataAtualizacao;Distrito;Morada;Localidade;CodPostal;Latitude;Longitude
"REPSOL VALE SANTAREM";"Outro";"Santarém";"1,894 €";"REPSOL";"Gasóleo especial";"2026-06-26 14:40";"Santarém";"Estrada Nacional 3, Km 28,9";"";"2005-050";39.18865;-8.74745
"REPSOL VALE SANTAREM";"Outro";"Santarém";"1,919 €";"REPSOL";"Gasolina simples 95";"2026-06-26 14:40";"Santarém";"Estrada Nacional 3, Km 28,9";"";"2005-050";39.18865;-8.74745
"REPSOL VALE SANTAREM";"Outro";"Santarém";"2,109 €";"REPSOL";"Gasolina especial 98";"2026-06-26 14:40";"Santarém";"Estrada Nacional 3, Km 28,9";"";"2005-050";39.18865;-8.74745
"BP Arada - Ovar";"Outro";"Ovar";"1,879 €";"BP";"Gasóleo simples";"2026-06-26 20:50";"Aveiro";"EN 109 – KM 29,90 – Olho Marinho";"Arada";"3885-113";40.904896;-8.612761
"BP Arada - Ovar";"Outro";"Ovar";"2,029 €";"BP";"Gasóleo especial";"2026-06-26 20:50";"Aveiro";"EN 109 – KM 29,90 – Olho Marinho";"Arada";"3885-113";40.904896;-8.612761
"BP Arada - Ovar";"Outro";"Ovar";"1,969 €";"BP";"Gasolina simples 95";"2026-06-26 20:50";"Aveiro";"EN 109 – KM 29,90 – Olho Marinho";"Arada";"3885-113";40.904896;-8.612761
"BP Arada - Ovar";"Outro";"Ovar";"2,199 €";"BP";"Gasolina especial 98";"2026-06-26 20:50";"Aveiro";"EN 109 – KM 29,90 – Olho Marinho";"Arada";"3885-113";40.904896;-8.612761
"CEPSA LOUREDO - SANTA MARIA DA FEIRA";"Outro";"Santa Maria da Feira";"1,827 €";"CEPSA";"Gasóleo simples";"2026-06-27 00:00";"Aveiro";"ESTRADA NACIONAL 326, KM 16,600";"Louredo";"4525-353";40.98014;-8.458392
"CEPSA LOUREDO - SANTA MARIA DA FEIRA";"Outro";"Santa Maria da Feira";"1,879 €";"CEPSA";"Gasóleo especial";"2026-06-27 00:00";"Aveiro";"ESTRADA NACIONAL 326, KM 16,600";"Louredo";"4525-353";40.98014;-8.458392
"CEPSA LOUREDO - SANTA MARIA DA FEIRA";"Outro";"Santa Maria da Feira";"1,919 €";"CEPSA";"Gasolina simples 95";"2026-06-27 00:00";"Aveiro";"ESTRADA NACIONAL 326, KM 16,600";"Louredo";"4525-353";40.98014;-8.458392
"INTERMARCHE AREOSA";"Outro";"Viana do Castelo";"1,729 €";"INTERMARCHÉ";"Gasóleo simples";"2026-06-27 08:55";"Viana do Castelo";"Av. Além Rio";"Areosa - Bouça do Empaio";"4900-580";41.72409;-8.85911
"INTERMARCHE AREOSA";"Outro";"Viana do Castelo";"1,769 €";"INTERMARCHÉ";"Gasóleo especial";"2026-06-27 08:55";"Viana do Castelo";"Av. Além Rio";"Areosa - Bouça do Empaio";"4900-580";41.72409;-8.85911
"INTERMARCHE AREOSA";"Outro";"Viana do Castelo";"1,819 €";"INTERMARCHÉ";"Gasolina simples 95";"2026-06-27 08:55";"Viana do Castelo";"Av. Além Rio";"Areosa - Bouça do Empaio";"4900-580";41.72409;-8.85911
"Primos Soares & Irmãos Ldª";"Outro";"Vila Nova de Paiva";"1,809 €";"ETC";"Gasóleo simples";"2026-06-27 09:55";"Viseu";"EN 329";"Vale do Carro";"3650-201";40.863808;-7.747667
"Primos Soares & Irmãos Ldª";"Outro";"Vila Nova de Paiva";"1,859 €";"ETC";"Gasóleo especial";"2026-06-27 09:55";"Viseu";"EN 329";"Vale do Carro";"3650-201";40.863808;-7.747667
"Primos Soares & Irmãos Ldª";"Outro";"Vila Nova de Paiva";"1,899 €";"ETC";"Gasolina simples 95";"2026-06-27 09:55";"Viseu";"EN 329";"Vale do Carro";"3650-201";40.863808;-7.747667
"BP VANDOMA";"Outro";"Paredes";"1,909 €";"BP";"Gasóleo simples";"2026-06-27 11:15";"Porto";"Rua Central de Vandoma nº 50";"Vandoma";"4585-769";41.190692;-8.398271
"BP VANDOMA";"Outro";"Paredes";"2,029 €";"BP";"Gasóleo especial";"2026-06-27 11:15";"Porto";"Rua Central de Vandoma nº 50";"Vandoma";"4585-769";41.190692;-8.398271
"BP VANDOMA";"Outro";"Paredes";"1,994 €";"BP";"Gasolina simples 95";"2026-06-27 11:15";"Porto";"Rua Central de Vandoma nº 50";"Vandoma";"4585-769";41.190692;-8.398271
"BP VANDOMA";"Outro";"Paredes";"2,199 €";"BP";"Gasolina especial 98";"2026-06-27 11:15";"Porto";"Rua Central de Vandoma nº 50";"Vandoma";"4585-769";41.190692;-8.398271
"E.LECLERC FIGUEIRA DA FOZ";"Outro";"Figueira da Foz";"1,729 €";"LECLERC";"Gasóleo especial";"2026-06-27 20:30";"Coimbra";"Lugar dos Quatro Caminhos";"Tavarede";"3080-510";40.164868;-8.851725
"E.LECLERC FIGUEIRA DA FOZ";"Outro";"Figueira da Foz";"1,689 €";"LECLERC";"Gasóleo simples";"2026-06-27 20:30";"Coimbra";"Lugar dos Quatro Caminhos";"Tavarede";"3080-510";40.164868;-8.851725
"E.LECLERC FIGUEIRA DA FOZ";"Outro";"Figueira da Foz";"1,799 €";"LECLERC";"Gasolina simples 95";"2026-06-27 20:30";"Coimbra";"Lugar dos Quatro Caminhos";"Tavarede";"3080-510";40.164868;-8.851725
"PACATOS REGUILAS MANUTENÇAO AUTOMOVEL UNIPESSOAL LDA.";"Outro";"Lagoa";"1,806 €";"MOEVE";"Gasóleo simples";"2026-06-28 00:00";"Faro";"ESTRADA NACIONAL 124-1 KM 10,7";"Carvoeiro";"8400-524";37.10568;-8.462996
"MOEVE OLHÃO I";"Outro";"Olhão";"2,105 €";"MOEVE";"Gasolina especial 98";"2026-06-28 00:00";"Faro";"Estrada Nacional 125 - Pinheiros de Marim";"Pinheiros de Marim";"8700-225";37.040318;-7.823334
"Galp - Santo António";"Outro";"Arouca";"1,864 €";"GALP";"Gasóleo simples";"2026-06-28 00:00";"Aveiro";"P.Galp-Sto Antº.-E.N.326-Km 37,100";"Santo António";"4540-551";40.928017;-8.270331
"Galp - Santo António";"Outro";"Arouca";"1,924 €";"GALP";"Gasóleo especial";"2026-06-28 00:00";"Aveiro";"P.Galp-Sto Antº.-E.N.326-Km 37,100";"Santo António";"4540-551";40.928017;-8.270331
"Galp - Santo António";"Outro";"Arouca";"1,954 €";"GALP";"Gasolina simples 95";"2026-06-28 00:00";"Aveiro";"P.Galp-Sto Antº.-E.N.326-Km 37,100";"Santo António";"4540-551";40.928017;-8.270331
"Galp - Santo António";"Outro";"Arouca";"2,164 €";"GALP";"Gasolina especial 98";"2026-06-28 00:00";"Aveiro";"P.Galp-Sto Antº.-E.N.326-Km 37,100";"Santo António";"4540-551";40.928017;-8.270331
"PACATOS REGUILAS MANUTENÇAO AUTOMOVEL UNIPESSOAL LDA.";"Outro";"Lagoa";"1,856 €";"MOEVE";"Gasóleo especial";"2026-06-28 00:00";"Faro";"ESTRADA NACIONAL 124-1 KM 10,7";"Carvoeiro";"8400-524";37.10568;-8.462996
"PACATOS REGUILAS MANUTENÇAO AUTOMOVEL UNIPESSOAL LDA.";"Outro";"Lagoa";"1,893 €";"MOEVE";"Gasolina simples 95";"2026-06-28 00:00";"Faro";"ESTRADA NACIONAL 124-1 KM 10,7";"Carvoeiro";"8400-524";37.10568;-8.462996
"PACATOS REGUILAS MANUTENÇAO AUTOMOVEL UNIPESSOAL LDA.";"Outro";"Lagoa";"2,105 €";"MOEVE";"Gasolina especial 98";"2026-06-28 00:00";"Faro";"ESTRADA NACIONAL 124-1 KM 10,7";"Carvoeiro";"8400-524";37.10568;-8.462996
"MOEVE OLHÃO I";"Outro";"Olhão";"1,806 €";"MOEVE";"Gasóleo simples";"2026-06-28 00:00";"Faro";"Estrada Nacional 125 - Pinheiros de Marim";"Pinheiros de Marim";"8700-225";37.040318;-7.823334
"MOEVE OLHÃO I";"Outro";"Olhão";"1,856 €";"MOEVE";"Gasóleo especial";"2026-06-28 00:00";"Faro";"Estrada Nacional 125 - Pinheiros de Marim";"Pinheiros de Marim";"8700-225";37.040318;-7.823334
"MOEVE OLHÃO I";"Outro";"Olhão";"1,893 €";"MOEVE";"Gasolina simples 95";"2026-06-28 00:00";"Faro";"Estrada Nacional 125 - Pinheiros de Marim";"Pinheiros de Marim";"8700-225";37.040318;-7.823334
"BP Fojo - V. N. Gaia";"Outro";"Vila Nova de Gaia";"2,029 €";"BP";"Gasóleo especial";"2026-06-28 03:50";"Porto";"Rua Nova do Fojo";"Vila Nova de Gaia";"4400-232";41.12603;-8.634639
"BP Fojo - V. N. Gaia";"Outro";"Vila Nova de Gaia";"1,879 €";"BP";"Gasóleo simples";"2026-06-28 03:50";"Porto";"Rua Nova do Fojo";"Vila Nova de Gaia";"4400-232";41.12603;-8.634639
"BP Fojo - V. N. Gaia";"Outro";"Vila Nova de Gaia";"2,199 €";"BP";"Gasolina especial 98";"2026-06-28 03:50";"Porto";"Rua Nova do Fojo";"Vila Nova de Gaia";"4400-232";41.12603;-8.634639
"BP Fojo - V. N. Gaia";"Outro";"Vila Nova de Gaia";"1,969 €";"BP";"Gasolina simples 95";"2026-06-28 03:50";"Porto";"Rua Nova do Fojo";"Vila Nova de Gaia";"4400-232";41.12603;-8.634639
"BP Via Norte Amieira Este";"Outro";"Matosinhos";"1,889 €";"BP";"Gasóleo simples";"2026-06-28 07:00";"Porto";"Amieira Via Norte \r\nEN 13 km 0.76";"S.M.Infesta";"4465-000";41.18586;-8.62412
"BP Via Norte Amieira Este";"Outro";"Matosinhos";"2,029 €";"BP";"Gasóleo especial";"2026-06-28 07:00";"Porto";"Amieira Via Norte \r\nEN 13 km 0.76";"S.M.Infesta";"4465-000";41.18586;-8.62412
"BP Via Norte Amieira Este";"Outro";"Matosinhos";"1,989 €";"BP";"Gasolina simples 95";"2026-06-28 07:00";"Porto";"Amieira Via Norte \r\nEN 13 km 0.76";"S.M.Infesta";"4465-000";41.18586;-8.62412
"BP Via Norte Amieira Este";"Outro";"Matosinhos";"2,199 €";"BP";"Gasolina especial 98";"2026-06-28 07:00";"Porto";"Amieira Via Norte \r\nEN 13 km 0.76";"S.M.Infesta";"4465-000";41.18586;-8.62412
"BP Via Norte Amieira Oeste";"Outro";"Matosinhos";"1,889 €";"BP";"Gasóleo simples";"2026-06-28 07:00";"Porto";"Amieira Via Norte\r\nEN13 KM 0.76";"S. Mamede de Infesta";"4465-000";41.18594;-8.62477
"BP Via Norte Amieira Oeste";"Outro";"Matosinhos";"2,029 €";"BP";"Gasóleo especial";"2026-06-28 07:00";"Porto";"Amieira Via Norte\r\nEN13 KM 0.76";"S. Mamede de Infesta";"4465-000";41.18594;-8.62477
"BP Via Norte Amieira Oeste";"Outro";"Matosinhos";"1,989 €";"BP";"Gasolina simples 95";"2026-06-28 07:00";"Porto";"Amieira Via Norte\r\nEN13 KM 0.76";"S. Mamede de Infesta";"4465-000";41.18594;-8.62477
"BP Via Norte Amieira Oeste";"Outro";"Matosinhos";"2,199 €";"BP";"Gasolina especial 98";"2026-06-28 07:00";"Porto";"Amieira Via Norte\r\nEN13 KM 0.76";"S. Mamede de Infesta";"4465-000";41.18594;-8.62477
"IP4 FRANCO (SUL)";"Outro";"Mirandela";"1,909 €";"BP";"Gasóleo simples";"2026-06-28 16:20";"Bragança";"IP 4 Km 143";"Lamas de Orelhão";"5370-152";41.442142;-7.3029
"IP4 FRANCO (SUL)";"Outro";"Mirandela";"2,029 €";"BP";"Gasóleo especial";"2026-06-28 16:20";"Bragança";"IP 4 Km 143";"Lamas de Orelhão";"5370-152";41.442142;-7.3029
"IP4 FRANCO (SUL)";"Outro";"Mirandela";"2,004 €";"BP";"Gasolina simples 95";"2026-06-28 16:20";"Bragança";"IP 4 Km 143";"Lamas de Orelhão";"5370-152";41.442142;-7.3029
"IP4 FRANCO (SUL)";"Outro";"Mirandela";"2,204 €";"BP";"Gasolina especial 98";"2026-06-28 16:20";"Bragança";"IP 4 Km 143";"Lamas de Orelhão";"5370-152";41.442142;-7.3029
"bp odivelas";"Outro";"Odivelas";"1,909 €";"BP";"Gasóleo simples";"2026-06-28 16:55";"Lisboa";"Rua General Alves Roçadas, EN8 (rotunda)";"Odivelas";"2675-286";38.79313;-9.16848
"bp odivelas";"Outro";"Odivelas";"2,029 €";"BP";"Gasóleo especial";"2026-06-28 16:55";"Lisboa";"Rua General Alves Roçadas, EN8 (rotunda)";"Odivelas";"2675-286";38.79313;-9.16848
"bp odivelas";"Outro";"Odivelas";"1,999 €";"BP";"Gasolina simples 95";"2026-06-28 16:55";"Lisboa";"Rua General Alves Roçadas, EN8 (rotunda)";"Odivelas";"2675-286";38.79313;-9.16848
"bp odivelas";"Outro";"Odivelas";"2,199 €";"BP";"Gasolina especial 98";"2026-06-28 16:55";"Lisboa";"Rua General Alves Roçadas, EN8 (rotunda)";"Odivelas";"2675-286";38.79313;-9.16848
"BP Vila Real Europa";"Outro";"Vila Real";"2,199 €";"BP";"Gasolina especial 98";"2026-06-28 19:45";"Vila Real";"Av. da Europa, 4";"Vila Real";"5000-557";41.300516;-7.731374
"BP Vila Real Europa";"Outro";"Vila Real";"2,029 €";"BP";"Gasóleo especial";"2026-06-28 19:45";"Vila Real";"Av. da Europa, 4";"Vila Real";"5000-557";41.300516;-7.731374
"BP ESTRADA DA LUZ";"Outro";"Lisboa";"1,909 €";"BP";"Gasóleo simples";"2026-06-28 19:55";"Lisboa";"Estrada da Luz";"Lisboa";"1600-000";38.759178;-9.180556
"BP ESTRADA DA LUZ";"Outro";"Lisboa";"2,029 €";"BP";"Gasóleo especial";"2026-06-28 19:55";"Lisboa";"Estrada da Luz";"Lisboa";"1600-000";38.759178;-9.180556
"BP ESTRADA DA LUZ";"Outro";"Lisboa";"1,999 €";"BP";"Gasolina simples 95";"2026-06-28 19:55";"Lisboa";"Estrada da Luz";"Lisboa";"1600-000";38.759178;-9.180556
"BP ESTRADA DA LUZ";"Outro";"Lisboa";"2,199 €";"BP";"Gasolina especial 98";"2026-06-28 19:55";"Lisboa";"Estrada da Luz";"Lisboa";"1600-000";38.759178;-9.180556
"CEPSA";"Outro";"Celorico da Beira";"1,799 €";"CEPSA";"Gasóleo simples";"2026-06-28 20:35";"Guarda";"Rua Sacadura Cabral ";"Celorico da Beira";"6360-331";40.6342;-7.39472
"CEPSA";"Outro";"Celorico da Beira";"1,849 €";"CEPSA";"Gasóleo especial";"2026-06-28 20:35";"Guarda";"Rua Sacadura Cabral ";"Celorico da Beira";"6360-331";40.6342;-7.39472
"CEPSA";"Outro";"Celorico da Beira";"1,899 €";"CEPSA";"Gasolina simples 95";"2026-06-28 20:35";"Guarda";"Rua Sacadura Cabral ";"Celorico da Beira";"6360-331";40.6342;-7.39472
"PA BP  - Porto - Rua 5 de Outubro";"Outro";"Porto";"1,869 €";"BP";"Gasóleo simples";"2026-06-28 22:05";"Porto";"Rua 5 de Outubro, 574";"Porto";"4100-173";41.16313;-8.632981
"PA BP  - Porto - Rua 5 de Outubro";"Outro";"Porto";"2,029 €";"BP";"Gasóleo especial";"2026-06-28 22:05";"Porto";"Rua 5 de Outubro, 574";"Porto";"4100-173";41.16313;-8.632981
"PA BP  - Porto - Rua 5 de Outubro";"Outro";"Porto";"1,959 €";"BP";"Gasolina simples 95";"2026-06-28 22:05";"Porto";"Rua 5 de Outubro, 574";"Porto";"4100-173";41.16313;-8.632981
"PA BP  - Porto - Rua 5 de Outubro";"Outro";"Porto";"2,199 €";"BP";"Gasolina especial 98";"2026-06-28 22:05";"Porto";"Rua 5 de Outubro, 574";"Porto";"4100-173";41.16313;-8.632981
"PA BP Giesta";"Outro";"Maia";"1,879 €";"BP";"Gasóleo simples";"2026-06-28 22:05";"Porto";"Rua D. Afonso Henriques, 1013";"Maia";"4425-036";41.18982;-8.58063
"PA BP Giesta";"Outro";"Maia";"2,029 €";"BP";"Gasóleo especial";"2026-06-28 22:05";"Porto";"Rua D. Afonso Henriques, 1013";"Maia";"4425-036";41.18982;-8.58063
"PA BP Giesta";"Outro";"Maia";"1,969 €";"BP";"Gasolina simples 95";"2026-06-28 22:05";"Porto";"Rua D. Afonso Henriques, 1013";"Maia";"4425-036";41.18982;-8.58063
"PA BP Giesta";"Outro";"Maia";"2,199 €";"BP";"Gasolina especial 98";"2026-06-28 22:05";"Porto";"Rua D. Afonso Henriques, 1013";"Maia";"4425-036";41.18982;-8.58063
"PA BP Campo de Besteiros";"Outro";"Tondela";"1,909 €";"BP";"Gasóleo simples";"2026-06-28 22:05";"Viseu";"Av. Dr. Afonso Costa";"Campo de Besteiros";"3465-051";40.553726;-8.132674
"PA BP Campo de Besteiros";"Outro";"Tondela";"2,029 €";"BP";"Gasóleo especial";"2026-06-28 22:05";"Viseu";"Av. Dr. Afonso Costa";"Campo de Besteiros";"3465-051";40.553726;-8.132674
"PA BP Campo de Besteiros";"Outro";"Tondela";"1,999 €";"BP";"Gasolina simples 95";"2026-06-28 22:05";"Viseu";"Av. Dr. Afonso Costa";"Campo de Besteiros";"3465-051";40.553726;-8.132674
"PA BP Campo de Besteiros";"Outro";"Tondela";"2,199 €";"BP";"Gasolina especial 98";"2026-06-28 22:05";"Viseu";"Av. Dr. Afonso Costa";"Campo de Besteiros";"3465-051";40.553726;-8.132674
"PA BP Viana do Castelo";"Outro";"Viana do Castelo";"1,869 €";"BP";"Gasóleo simples";"2026-06-28 22:10";"Viana do Castelo";"Av. Abelheira nº 156";"Viana do Castelo";"4900-926";41.70718;-8.821972
"PA BP Viana do Castelo";"Outro";"Viana do Castelo";"2,029 €";"BP";"Gasóleo especial";"2026-06-28 22:10";"Viana do Castelo";"Av. Abelheira nº 156";"Viana do Castelo";"4900-926";41.70718;-8.821972
"PA BP Viana do Castelo";"Outro";"Viana do Castelo";"1,954 €";"BP";"Gasolina simples 95";"2026-06-28 22:10";"Viana do Castelo";"Av. Abelheira nº 156";"Viana do Castelo";"4900-926";41.70718;-8.821972
"PA BP Viana do Castelo";"Outro";"Viana do Castelo";"2,199 €";"BP";"Gasolina especial 98";"2026-06-28 22:10";"Viana do Castelo";"Av. Abelheira nº 156";"Viana do Castelo";"4900-926";41.70718;-8.821972
"VILA VELHA DE RÓDÃO";"Outro";"Vila Velha de Ródão";"2,029 €";"BP";"Gasóleo especial";"2026-06-29 00:00";"Castelo Branco";"EN 18";"Vila Velha de Ródão";"6030-223";39.656713;-7.660509
"VILA VELHA DE RÓDÃO";"Outro";"Vila Velha de Ródão";"1,919 €";"BP";"Gasolina simples 95";"2026-06-29 00:00";"Castelo Branco";"EN 18";"Vila Velha de Ródão";"6030-223";39.656713;-7.660509
"BP VILAMOURA";"Outro";"Loulé";"1,909 €";"BP";"Gasóleo simples";"2026-06-29 00:00";"Faro";"EM 526";"Vilamoura - Retorta";"8125-302";37.115239;-8.150029
"BP VILAMOURA";"Outro";"Loulé";"2,029 €";"BP";"Gasóleo especial";"2026-06-29 00:00";"Faro";"EM 526";"Vilamoura - Retorta";"8125-302";37.115239;-8.150029
"BP VILAMOURA";"Outro";"Loulé";"1,999 €";"BP";"Gasolina simples 95";"2026-06-29 00:00";"Faro";"EM 526";"Vilamoura - Retorta";"8125-302";37.115239;-8.150029
"ES-ALJUSTREL";"Outro";"Aljustrel";"1,834 €";"REPSOL";"Gasóleo simples";"2026-06-29 00:00";"Beja";"EN 383 Km 64,35 (Rua dos Montes Velhos nº 16)";"Aljustrel";"7600-091";37.88193;-8.16287
"ES-ALJUSTREL";"Outro";"Aljustrel";"1,894 €";"REPSOL";"Gasóleo especial";"2026-06-29 00:00";"Beja";"EN 383 Km 64,35 (Rua dos Montes Velhos nº 16)";"Aljustrel";"7600-091";37.88193;-8.16287
"ES-ALJUSTREL";"Outro";"Aljustrel";"1,919 €";"REPSOL";"Gasolina simples 95";"2026-06-29 00:00";"Beja";"EN 383 Km 64,35 (Rua dos Montes Velhos nº 16)";"Aljustrel";"7600-091";37.88193;-8.16287
"ES-ALJUSTREL";"Outro";"Aljustrel";"2,109 €";"REPSOL";"Gasolina especial 98";"2026-06-29 00:00";"Beja";"EN 383 Km 64,35 (Rua dos Montes Velhos nº 16)";"Aljustrel";"7600-091";37.88193;-8.16287
"IP4 FRANCO (NORTE)";"Outro";"Mirandela";"1,909 €";"BP";"Gasóleo simples";"2026-06-29 00:00";"Bragança";"IP 4 Km 143";"Lamas de Orelhão";"5370-152";41.442681;-7.303342
"IP4 FRANCO (NORTE)";"Outro";"Mirandela";"2,029 €";"BP";"Gasóleo especial";"2026-06-29 00:00";"Bragança";"IP 4 Km 143";"Lamas de Orelhão";"5370-152";41.442681;-7.303342
"IP4 FRANCO (NORTE)";"Outro";"Mirandela";"2,004 €";"BP";"Gasolina simples 95";"2026-06-29 00:00";"Bragança";"IP 4 Km 143";"Lamas de Orelhão";"5370-152";41.442681;-7.303342
"IP4 FRANCO (NORTE)";"Outro";"Mirandela";"2,204 €";"BP";"Gasolina especial 98";"2026-06-29 00:00";"Bragança";"IP 4 Km 143";"Lamas de Orelhão";"5370-152";41.442681;-7.303342
"BP Martim";"Outro";"Barcelos";"2,029 €";"BP";"Gasóleo especial";"2026-06-29 00:00";"Braga";"EN 103 Km 32,6";"Avenida de Martim, n.º 971 - Martim";"4755-313";41.53333;-8.50978
"PA BP Alfena";"Outro";"Valongo";"1,869 €";"BP";"Gasóleo simples";"2026-06-29 00:00";"Porto";"Rua 1º de Maio, 1770";"Alfena";"4445-245";41.241066;-8.525901
"PA BP Alfena";"Outro";"Valongo";"2,029 €";"BP";"Gasóleo especial";"2026-06-29 00:00";"Porto";"Rua 1º de Maio, 1770";"Alfena";"4445-245";41.241066;-8.525901
"PA BP Alfena";"Outro";"Valongo";"1,959 €";"BP";"Gasolina simples 95";"2026-06-29 00:00";"Porto";"Rua 1º de Maio, 1770";"Alfena";"4445-245";41.241066;-8.525901
"PA BP Alfena";"Outro";"Valongo";"2,199 €";"BP";"Gasolina especial 98";"2026-06-29 00:00";"Porto";"Rua 1º de Maio, 1770";"Alfena";"4445-245";41.241066;-8.525901
"CEPSA GUEIFAES";"Outro";"Maia";"1,806 €";"CEPSA";"Gasóleo simples";"2026-06-29 00:00";"Porto";"Avenida Dr. Germano Vieira, 559";"Maia";"4470-006";41.21748;-8.604181
"CEPSA GUEIFAES";"Outro";"Maia";"1,906 €";"CEPSA";"Gasóleo especial";"2026-06-29 00:00";"Porto";"Avenida Dr. Germano Vieira, 559";"Maia";"4470-006";41.21748;-8.604181
"CEPSA GUEIFAES";"Outro";"Maia";"1,893 €";"CEPSA";"Gasolina simples 95";"2026-06-29 00:00";"Porto";"Avenida Dr. Germano Vieira, 559";"Maia";"4470-006";41.21748;-8.604181
"CEPSA GUEIFAES";"Outro";"Maia";"2,135 €";"CEPSA";"Gasolina especial 98";"2026-06-29 00:00";"Porto";"Avenida Dr. Germano Vieira, 559";"Maia";"4470-006";41.21748;-8.604181
"MOEVE CUSTÓIAS";"Outro";"Matosinhos";"1,806 €";"MOEVE";"Gasóleo simples";"2026-06-29 00:00";"Porto";"RUA MONTE DOS PIPOS, Nº 40, CUSTOIAS";"Custóias";"4460-702";41.19963;-8.657172
"MOEVE CUSTÓIAS";"Outro";"Matosinhos";"1,856 €";"MOEVE";"Gasóleo especial";"2026-06-29 00:00";"Porto";"RUA MONTE DOS PIPOS, Nº 40, CUSTOIAS";"Custóias";"4460-702";41.19963;-8.657172
"MOEVE CUSTÓIAS";"Outro";"Matosinhos";"1,893 €";"MOEVE";"Gasolina simples 95";"2026-06-29 00:00";"Porto";"RUA MONTE DOS PIPOS, Nº 40, CUSTOIAS";"Custóias";"4460-702";41.19963;-8.657172
"MOEVE CUSTÓIAS";"Outro";"Matosinhos";"2,105 €";"MOEVE";"Gasolina especial 98";"2026-06-29 00:00";"Porto";"RUA MONTE DOS PIPOS, Nº 40, CUSTOIAS";"Custóias";"4460-702";41.19963;-8.657172
"ES-PAÇOS DE FERREIRA CENTRO";"Outro";"Paços de Ferreira";"1,834 €";"REPSOL";"Gasóleo simples";"2026-06-29 00:00";"Porto";"Av. Dr. Nicolau Carneiro nº 125-Paços de Ferreira";"Paços de Ferreira";"4590-513";41.2788;-8.37931
"ES-PAÇOS DE FERREIRA CENTRO";"Outro";"Paços de Ferreira";"1,894 €";"REPSOL";"Gasóleo especial";"2026-06-29 00:00";"Porto";"Av. Dr. Nicolau Carneiro nº 125-Paços de Ferreira";"Paços de Ferreira";"4590-513";41.2788;-8.37931
"ES-PAÇOS DE FERREIRA CENTRO";"Outro";"Paços de Ferreira";"1,919 €";"REPSOL";"Gasolina simples 95";"2026-06-29 00:00";"Porto";"Av. Dr. Nicolau Carneiro nº 125-Paços de Ferreira";"Paços de Ferreira";"4590-513";41.2788;-8.37931
"ES-PAÇOS DE FERREIRA CENTRO";"Outro";"Paços de Ferreira";"2,109 €";"REPSOL";"Gasolina especial 98";"2026-06-29 00:00";"Porto";"Av. Dr. Nicolau Carneiro nº 125-Paços de Ferreira";"Paços de Ferreira";"4590-513";41.2788;-8.37931
"Cascais -  Torre";"Outro";"Cascais";"1,849 €";"PRIO";"Gasóleo especial";"2026-06-29 00:00";"Lisboa";"Rua Francisco de Almeida, Lote 28";"Cascais";"2750-163";38.7053;-9.435923
"Cascais -  Torre";"Outro";"Cascais";"1,949 €";"PRIO";"Gasolina simples 95";"2026-06-29 00:00";"Lisboa";"Rua Francisco de Almeida, Lote 28";"Cascais";"2750-163";38.7053;-9.435923
"E.S. MOITA CHAO DURO";"Outro";"Moita";"1,834 €";"REPSOL";"Gasóleo simples";"2026-06-29 00:00";"Setúbal";"EN 11";"Chão Duro";"2860-606";38.66397;-8.98615
"E.S. MOITA CHAO DURO";"Outro";"Moita";"1,894 €";"REPSOL";"Gasóleo especial";"2026-06-29 00:00";"Setúbal";"EN 11";"Chão Duro";"2860-606";38.66397;-8.98615
"E.S. MOITA CHAO DURO";"Outro";"Moita";"1,919 €";"REPSOL";"Gasolina simples 95";"2026-06-29 00:00";"Setúbal";"EN 11";"Chão Duro";"2860-606";38.66397;-8.98615
"MOEVE - Vila Franca Xira - Petroalves";"Outro";"Vila Franca de Xira";"1,806 €";"MOEVE";"Gasóleo especial";"2026-06-29 00:00";"Lisboa";"EN 10, Quinta do Paraiso  (Rua Gago Coutinho)";"Vila Franca de Xira";"2600-023";38.94324;-8.99704
"MOEVE - Vila Franca Xira - Petroalves";"Outro";"Vila Franca de Xira";"1,843 €";"MOEVE";"Gasolina simples 95";"2026-06-29 00:00";"Lisboa";"EN 10, Quinta do Paraiso  (Rua Gago Coutinho)";"Vila Franca de Xira";"2600-023";38.94324;-8.99704
"CEPSA Faro Campinas";"Outro";"Faro";"1,716 €";"CEPSA";"Gasóleo simples";"2026-06-29 00:00";"Faro";"E.N. 2 ao Km 735,050";"Chelote";"8005-442";37.051697;-7.926947
