Nome;TipoPosto;Municipio;Preco;Marca;Combustivel;DataAtualizacao;Distrito;Morada;Localidade;CodPostal;Latitude;Longitude
"AS PENAFIEL B - Gespost - Gestão e Administração de Postos de Abastecimento Unipessoal LDA";"Auto-estrada";"Penafiel";"1,904 €";"REPSOL";"Gasóleo simples";"2026-07-04 08:10";"Porto";"A4 Sub Lanço Penafiel-Amarante Km 47.5  Castelões";"Castelões";"4560-055";41.23311;-8.17954
"AS PENAFIEL B - Gespost - Gestão e Administração de Postos de Abastecimento Unipessoal LDA";"Auto-estrada";"Penafiel";"1,989 €";"REPSOL";"Gasóleo especial";"2026-07-04 08:10";"Porto";"A4 Sub Lanço Penafiel-Amarante Km 47.5  Castelões";"Castelões";"4560-055";41.23311;-8.17954
"AS PENAFIEL B - Gespost - Gestão e Administração de Postos de Abastecimento Unipessoal LDA";"Auto-estrada";"Penafiel";"1,999 €";"REPSOL";"Gasolina simples 95";"2026-07-04 08:10";"Porto";"A4 Sub Lanço Penafiel-Amarante Km 47.5  Castelões";"Castelões";"4560-055";41.23311;-8.17954
"AS PENAFIEL B - Gespost - Gestão e Administração de Postos de Abastecimento Unipessoal LDA";"Auto-estrada";"Penafiel";"2,199 €";"REPSOL";"Gasolina especial 98";"2026-07-04 08:10";"Porto";"A4 Sub Lanço Penafiel-Amarante Km 47.5  Castelões";"Castelões";"4560-055";41.23311;-8.17954
"AS PENAFIEL A - Gespost - Gestão e Administração de Postos de Abastecimento Unipessoal LDA";"Auto-estrada";"Penafiel";"1,904 €";"REPSOL";"Gasóleo simples";"2026-07-04 08:10";"Porto";"A4 Sub Lanço Penafiel-Amarante Km 47.5  Castelões";"Castelões";"4560-055";41.23329;-8.17894
"AS PENAFIEL A - Gespost - Gestão e Administração de Postos de Abastecimento Unipessoal LDA";"Auto-estrada";"Penafiel";"1,989 €";"REPSOL";"Gasóleo especial";"2026-07-04 08:10";"Porto";"A4 Sub Lanço Penafiel-Amarante Km 47.5  Castelões";"Castelões";"4560-055";41.23329;-8.17894
"AS PENAFIEL A - Gespost - Gestão e Administração de Postos de Abastecimento Unipessoal LDA";"Auto-estrada";"Penafiel";"1,999 €";"REPSOL";"Gasolina simples 95";"2026-07-04 08:10";"Porto";"A4 Sub Lanço Penafiel-Amarante Km 47.5  Castelões";"Castelões";"4560-055";41.23329;-8.17894
"AS PENAFIEL A - Gespost - Gestão e Administração de Postos de Abastecimento Unipessoal LDA";"Auto-estrada";"Penafiel";"2,199 €";"REPSOL";"Gasolina especial 98";"2026-07-04 08:10";"Porto";"A4 Sub Lanço Penafiel-Amarante Km 47.5  Castelões";"Castelões";"4560-055";41.23329;-8.17894
"E.S. QUINTA DA PIEDADE";"Outro";"Vila Franca de Xira";"1,844 €";"REPSOL";"Gasóleo simples";"2026-07-04 08:10";"Lisboa";"AV D VICENTE AFONSO VALENTE,Nº20";"Qta da Piedade - Povoa Sta Iria";"2625-207";38.864014;-9.072481
"E.S. QUINTA DA PIEDADE";"Outro";"Vila Franca de Xira";"1,914 €";"REPSOL";"Gasóleo especial";"2026-07-04 08:10";"Lisboa";"AV D VICENTE AFONSO VALENTE,Nº20";"Qta da Piedade - Povoa Sta Iria";"2625-207";38.864014;-9.072481
"E.S. QUINTA DA PIEDADE";"Outro";"Vila Franca de Xira";"1,929 €";"REPSOL";"Gasolina simples 95";"2026-07-04 08:10";"Lisboa";"AV D VICENTE AFONSO VALENTE,Nº20";"Qta da Piedade - Povoa Sta Iria";"2625-207";38.864014;-9.072481
"ES ROT. DA CAVALEIRA - Gespost - Gestão e Administração de Postos de Abastecimento Unipessoal LDA";"Outro";"Sintra";"1,844 €";"REPSOL";"Gasóleo simples";"2026-07-04 08:10";"Lisboa";"Rotunda da Cavaleira  Algueirão ";"Sintra";"2710-418";38.80345;-9.356381
"ES ROT. DA CAVALEIRA - Gespost - Gestão e Administração de Postos de Abastecimento Unipessoal LDA";"Outro";"Sintra";"1,914 €";"REPSOL";"Gasóleo especial";"2026-07-04 08:10";"Lisboa";"Rotunda da Cavaleira  Algueirão ";"Sintra";"2710-418";38.80345;-9.356381
"ES ROT. DA CAVALEIRA - Gespost - Gestão e Administração de Postos de Abastecimento Unipessoal LDA";"Outro";"Sintra";"1,929 €";"REPSOL";"Gasolina simples 95";"2026-07-04 08:10";"Lisboa";"Rotunda da Cavaleira  Algueirão ";"Sintra";"2710-418";38.80345;-9.356381
"ES ROT. DA CAVALEIRA - Gespost - Gestão e Administração de Postos de Abastecimento Unipessoal LDA";"Outro";"Sintra";"2,129 €";"REPSOL";"Gasolina especial 98";"2026-07-04 08:10";"Lisboa";"Rotunda da Cavaleira  Algueirão ";"Sintra";"2710-418";38.80345;-9.356381
"REPSOL MEM MARTINS A";"Outro";"Sintra";"1,844 €";"REPSOL";"Gasóleo simples";"2026-07-04 08:10";"Lisboa";"Alto do Forte Rua das Vagens - Mem Martins ";"Mem Martins";"2725-260";38.78318;-9.337719
"REPSOL MEM MARTINS A";"Outro";"Sintra";"1,914 €";"REPSOL";"Gasóleo especial";"2026-07-04 08:10";"Lisboa";"Alto do Forte Rua das Vagens - Mem Martins ";"Mem Martins";"2725-260";38.78318;-9.337719
"REPSOL MEM MARTINS A";"Outro";"Sintra";"1,929 €";"REPSOL";"Gasolina simples 95";"2026-07-04 08:10";"Lisboa";"Alto do Forte Rua das Vagens - Mem Martins ";"Mem Martins";"2725-260";38.78318;-9.337719
"REPSOL MEM MARTINS A";"Outro";"Sintra";"2,129 €";"REPSOL";"Gasolina especial 98";"2026-07-04 08:10";"Lisboa";"Alto do Forte Rua das Vagens - Mem Martins ";"Mem Martins";"2725-260";38.78318;-9.337719
"E.S. AMADORA-BOREL";"Outro";"Amadora";"1,844 €";"REPSOL";"Gasóleo simples";"2026-07-04 08:10";"Lisboa";"Av. Conde Castro Guimarães - Borel";"Amadora";"2720-113";38.74983;-9.23465
"E.S. AMADORA-BOREL";"Outro";"Amadora";"1,914 €";"REPSOL";"Gasóleo especial";"2026-07-04 08:10";"Lisboa";"Av. Conde Castro Guimarães - Borel";"Amadora";"2720-113";38.74983;-9.23465
"E.S. AMADORA-BOREL";"Outro";"Amadora";"1,929 €";"REPSOL";"Gasolina simples 95";"2026-07-04 08:10";"Lisboa";"Av. Conde Castro Guimarães - Borel";"Amadora";"2720-113";38.74983;-9.23465
"E.S. AMADORA-BOREL";"Outro";"Amadora";"2,129 €";"REPSOL";"Gasolina especial 98";"2026-07-04 08:10";"Lisboa";"Av. Conde Castro Guimarães - Borel";"Amadora";"2720-113";38.74983;-9.23465
"ES 1169 - 2A CIRCULAR (SUL/NORTE) - Gespost - Gestão e Administração de Postos de Abastecimento Unipessoal LDA";"Outro";"Lisboa";"1,884 €";"REPSOL";"Gasóleo simples";"2026-07-04 08:10";"Lisboa";"2ª Circular sentido Sul/Norte Avenida Marechal Craveiro Lopes  ";"Lisboa";"1700-284";38.76278;-9.1412
